year,month,hou,本候灯下白背飞虱虫量（头）,本侯灯下褐飞虱虫量（头）,本候灯下稻飞虱合计
2002,8,6,0,0,0.0
2002,9,1,12,0,12.0
2002,9,2,22,0,22.0
2002,9,3,6,0,6.0
2002,9,4,2,0,2.0
2002,9,5,12,0,12.0
2002,9,6,19,0,19.0
2002,10,1,20,8,28.0
2002,10,2,58,4,62.0
2002,10,3,51,15,66.0
2002,10,4,70,24,94.0
2002,10,5,30,17,47.0
2002,10,6,9,13,22.0
2002,11,1,11,12,23.0
2003,4,2,0,0,0.0
2003,4,3,0,0,0.0
2003,4,4,0,0,0.0
2003,4,5,3,0,3.0
2003,4,6,14,0,14.0
2003,5,1,11,0,11.0
2003,5,2,16,3,19.0
2003,5,3,12,3,15.0
2003,5,4,11,2,13.0
2003,5,5,21,5,26.0
2003,5,6,9,2,11.0
2003,6,1,17,4,21.0
2003,6,2,39,13,52.0
2003,6,3,59,40,99.0
2003,6,4,67,43,110.0
2003,6,5,54,53,107.0
2003,6,6,34,47,81.0
2003,7,1,20,44,64.0
2003,7,2,61,117,178.0
2003,7,3,67,188,255.0
2003,7,4,76,149,225.0
2003,7,5,11,34,45.0
2003,7,6,3,5,8.0
2003,8,1,0,0,0.0
2003,8,2,3,1,4.0
2003,8,3,6,5,11.0
2003,8,4,0,0,0.0
2003,8,5,5,1,6.0
2003,8,6,1,0,1.0
2003,9,1,4,0,4.0
2003,9,2,2,0,2.0
2003,9,3,9,1,10.0
2003,9,4,7,0,7.0
2003,9,5,9,4,13.0
2003,9,6,22,9,31.0
2003,10,1,15,14,29.0
2003,10,2,13,10,23.0
2003,10,3,26,13,39.0
2003,10,4,34,27,61.0
2003,10,5,33,38,71.0
2003,10,6,17,25,42.0
2003,11,1,3,3,6.0
2004,4,2,0,0,0.0
2004,4,3,0,0,0.0
2004,4,4,1,1,2.0
2004,4,5,0,0,0.0
2004,4,6,0,0,0.0
2004,5,1,2,0,2.0
2004,5,2,2,0,2.0
2004,5,3,1,0,1.0
2004,5,4,7,1,8.0
2004,5,5,6,3,9.0
2004,5,6,0,0,0.0
2004,6,1,15,8,23.0
2004,6,2,24,13,37.0
2004,6,3,21,12,33.0
2004,6,4,11,4,15.0
2004,6,5,76,63,139.0
2004,6,6,59,67,126.0
2004,7,1,120,131,251.0
2004,7,2,36,57,93.0
2004,7,3,0,0,0.0
2004,7,4,0,0,0.0
2004,7,5,0,0,0.0
2004,7,6,8,22,30.0
2004,8,1,2,6,8.0
2004,8,2,0,0,0.0
2004,8,3,0,0,0.0
2004,8,4,0,0,0.0
2004,8,5,1,0,1.0
2004,8,6,1,0,1.0
2004,9,1,0,0,0.0
2004,9,2,3,0,3.0
2004,9,3,0,0,0.0
2004,9,4,0,0,0.0
2004,9,5,0,0,0.0
2004,9,6,0,0,0.0
2004,10,1,0,0,0.0
2004,10,2,3,0,3.0
2004,10,3,8,4,12.0
2004,10,4,21,22,43.0
2004,10,5,52,49,101.0
2004,10,6,33,23,56.0
2004,11,1,82,54,136.0
2005,3,2,0,0,0.0
2005,3,3,0,0,0.0
2005,3,4,0,0,0.0
2005,3,5,0,0,0.0
2005,4,1,5,7,12.0
2005,4,2,1,8,9.0
2005,4,3,13,33,46.0
2005,4,4,3,5,8.0
2005,4,5,4,11,15.0
2005,4,6,5,13,18.0
2005,5,1,10,18,28.0
2005,5,2,19,11,30.0
2005,5,3,11,1,12.0
2005,5,4,13,1,14.0
2005,5,5,15,0,15.0
2005,5,6,18,1,19.0
2005,6,1,35,0,35.0
2005,6,2,71,0,71.0
2005,6,3,20,0,20.0
2005,6,4,10,0,10.0
2005,6,5,7,0,7.0
2005,6,6,11,1,12.0
2005,7,1,6,1,7.0
2005,7,2,0,0,0.0
2005,7,3,0,0,0.0
2005,7,4,0,5,5.0
2005,7,5,0,0,0.0
2005,8,1,1,8,9.0
2005,8,2,3,11,14.0
2005,8,3,3,18,21.0
2005,8,4,2,16,18.0
2005,8,5,0,12,12.0
2005,8,6,7,3,10.0
2005,9,1,15,3,18.0
2005,9,2,33,2,35.0
2005,9,3,34,0,34.0
2005,9,4,27,0,27.0
2005,9,5,22,0,22.0
2005,9,6,4,0,4.0
2005,10,1,12,0,12.0
2005,10,2,16,0,16.0
2005,10,3,18,0,18.0
2005,10,4,66,8,74.0
2005,10,5,44,2,46.0
2005,10,6,3,0,3.0
2005,11,1,4,0,4.0
2006,3,1,0,0,0.0
2006,3,2,0,0,0.0
2006,3,3,0,0,0.0
2006,3,4,1,0,1.0
2006,3,5,0,0,0.0
2006,3,6,0,0,0.0
2006,4,1,8,4,12.0
2006,4,2,6,3,9.0
2006,4,3,1,0,1.0
2006,4,4,8,5,13.0
2006,4,5,12,5,17.0
2006,4,6,20,1,21.0
2006,5,1,12,2,14.0
2006,5,2,24,5,29.0
2006,5,3,8,0,8.0
2006,5,4,13,0,13.0
2006,5,5,2,0,2.0
2006,5,6,0,0,0.0
2006,6,1,24,0,24.0
2006,6,2,16,0,16.0
2006,6,3,16,0,16.0
2006,6,4,9,0,9.0
2006,6,5,5,0,5.0
2006,6,6,2,26,28.0
2006,7,1,\,\,0.0
2006,7,2,\,\,0.0
2006,7,3,1,11,12.0
2006,7,4,1,99,100.0
2006,7,5,0,576,576.0
2006,7,6,8,1039,1047.0
2006,8,1,5,23,28.0
2006,8,2,8,72,80.0
2006,8,3,17,41,58.0
2006,8,4,9,5,14.0
2006,8,5,3,4,7.0
2006,8,6,2,2,4.0
2006,9,1,34,27,61.0
2006,9,2,14,6,20.0
2006,9,3,4,0,4.0
2006,9,4,10,1,11.0
2006,9,5,4,6,10.0
2006,9,6,89,12,101.0
2006,10,1,68,16,84.0
2006,10,2,144,26,170.0
2006,10,3,186,42,228.0
2006,10,4,26,70,96.0
2006,10,5,52,138,190.0
2006,10,6,25,80,105.0
2006,11,1,5,32,37.0
2006,11,2,4,29,33.0
2007,3,6,,1,
2007,4,1,,2,
2007,4,2,,2,
2007,4,6,,3,
2007,5,1,,1,
2007,5,2,,3,
2007,5,5,,82,
2007,5,6,,60,
2007,6,1,,16,
2007,6,2,,3,
2007,6,3,,156,
2007,6,4,,41,
2007,6,5,,482,
2007,6,6,,138,
2007,7,1,,153,
2007,7,2,,57,
2007,7,3,,65,
2007,7,4,,989,
2007,7,5,,3,
2007,7,6,,53,
2007,8,1,,11,
2007,8,2,,20,
2007,8,3,,7,
2007,8,4,,97,
2007,8,5,,134,
2007,8,6,,70,
2007,9,1,,133,
2007,9,2,,66,
2007,9,3,,66,
2007,9,4,,187,
2007,9,5,,103,
2007,9,6,,165,
2007,10,1,,73,
2007,10,2,,71,
2007,10,3,,105,
2007,10,4,,93,
2007,10,5,,135,
2009,3,1,,0,
2009,3,1,,0,
2009,3,1,,0,
2009,3,1,,0,
2009,3,1,,0,
2009,3,2,,0,
2009,3,2,,0,
2009,3,2,,0,
2009,3,2,,0,
2009,3,2,,0,
2009,3,3,,0,
2009,3,3,,0,
2009,3,3,,0,
2009,3,3,,0,
2009,3,3,,0,
2009,3,4,,0,
2009,3,4,,0,
2009,3,4,,0,
2009,3,4,,0,
2009,3,4,,0,
2009,3,5,,0,
2009,3,5,,38,
2009,3,5,,80,
2009,3,5,,6,
2009,3,5,,2,
2009,3,6,,1,
2009,3,6,,65,
2009,3,6,,55,
2009,3,6,,21,
2009,3,6,,0,
2009,3,6,,\,
2009,4,1,,4,
2009,4,1,,0,
2009,4,1,,0,
2009,4,1,,3,
2009,4,1,,0,
2009,4,2,,0,
2009,4,2,,2,
2009,4,2,,0,
2009,4,2,,0,
2009,4,2,,3,
2009,4,3,,1,
2009,4,3,,2,
2009,4,3,,4,
2009,4,3,,5,
2009,4,3,,0,
2009,4,4,,1,
2009,4,4,,1,
2009,4,4,,2,
2009,4,4,,6,
2009,4,4,,1,
2009,4,5,,0,
2009,4,5,,1,
2009,4,5,,0,
2009,4,5,,0,
2009,4,5,,0,
2009,4,6,,0,
2009,4,6,,0,
2009,4,6,,0,
2009,4,6,,0,
2009,4,6,,0,
2009,5,1,,0,
2009,5,1,,0,
2009,5,1,,0,
2009,5,1,,0,
2009,5,1,,0,
2009,5,2,,0,
2009,5,2,,0,
2009,5,2,,0,
2009,5,2,,0,
2009,5,2,,0,
2009,5,3,,0,
2009,5,3,,\,
2009,5,3,,0,
2009,5,3,,0,
2009,5,3,,0,
2009,5,4,,0,
2009,5,4,,0,
2009,5,4,,0,
2009,5,4,,0,
2009,5,4,,0,
2009,5,5,,0,
2009,5,5,,0,
2009,5,5,,0,
2009,5,5,,0,
2009,5,5,,0,
2009,5,6,,0,
2009,5,6,,0,
2009,5,6,,0,
2009,5,6,,0,
2009,5,6,,0,
2009,5,6,,0,
2009,6,1,,1,
2009,6,1,,0,
2009,6,1,,0,
2009,6,1,,0,
2009,6,1,,0,
2009,6,2,,0,
2009,6,2,,0,
2009,6,2,,0,
2009,6,2,,0,
2009,6,2,,0,
2009,6,3,,0,
2009,6,3,,0,
2009,6,3,,\,
2009,6,3,,\,
2009,6,3,,0,
2009,6,4,,29,
2009,6,4,,81,
2009,6,4,,27,
2009,6,4,,14,
2009,6,4,,62,
2009,6,5,,29,
2009,6,5,,20,
2009,6,5,,16,
2009,6,5,,11,
2009,6,5,,8,
2009,6,6,,31,
2009,6,6,,44,
2009,6,6,,62,
2009,6,6,,27,
2009,6,6,,34,
2009,7,1,,10,
2009,7,1,,19,
2009,7,1,,8,
2009,7,1,,11,
2009,7,1,,7,
2009,7,2,,14,
2009,7,2,,11,
2009,7,2,,7,
2009,7,2,,6,
2009,7,2,,9,
2009,7,3,,29,
2009,7,3,,16,
2009,7,3,,28,
2009,7,3,,37,
2009,7,3,,11,
2009,7,4,,8,
2009,7,4,,5,
2009,7,4,,10,
2009,7,4,,2,
2009,7,4,,0,
2009,7,5,,11,
2009,7,5,,8,
2009,7,5,,4,
2009,7,5,,14,
2009,7,5,,6,
2009,7,6,,8,
2009,7,6,,5,
2009,7,6,,0,
2009,7,6,,4,
2009,7,6,,11,
2009,7,6,,12,
2009,8,1,,3,
2009,8,1,,21,
2009,8,1,,30,
2009,8,1,,15,
2009,8,1,,6,
2009,8,2,,2,
2009,8,2,,2,
2009,8,2,,0,
2009,8,2,,0,
2009,8,2,,11,
2009,8,3,,15,
2009,8,3,,6,
2009,8,3,,1,
2009,8,3,,2,
2009,8,3,,7,
2009,8,4,,0,
2009,8,4,,4,
2009,8,4,,3,
2009,8,4,,0,
2009,8,4,,2,
2009,8,5,,0,
2009,8,5,,1,
2009,8,5,,0,
2009,8,5,,0,
2009,8,5,,0,
2009,8,6,,2,
2009,8,6,,0,
2009,8,6,,0,
2009,8,6,,1,
2009,8,6,,3,
2009,8,6,,0,
2009,9,1,,0,
2009,9,1,,2,
2009,9,1,,1,
2009,9,1,,0,
2009,9,1,,0,
2009,9,2,,0,
2009,9,2,,2,
2009,9,2,,0,
2009,9,2,,0,
2009,9,2,,0,
2009,9,3,,0,
2009,9,3,,0,
2009,9,3,,0,
2009,9,3,,0,
2009,9,3,,0,
2009,9,4,,0,
2009,9,4,,0,
2009,9,4,,0,
2009,9,4,,0,
2009,9,4,,0,
2009,9,5,,0,
2009,9,5,,0,
2009,9,5,,13,
2009,9,5,,31,
2009,9,5,,16,
2009,9,6,,16,
2009,9,6,,14,
2009,9,6,,78,
2009,9,6,,9,
2009,9,6,,3,
2009,10,1,,135,
2009,10,1,,167,
2009,10,1,,212,
2009,10,1,,64,
2009,10,1,,64,
2009,10,2,,26,
2009,10,2,,34,
2009,10,2,,34,
2009,10,2,,23,
2009,10,2,,0,
2009,10,3,,0,
2009,10,3,,0,
2009,10,3,,0,
2009,10,3,,0,
2009,10,3,,0,
2009,10,4,,0,
2009,10,4,,0,
2009,10,4,,0,
2009,10,4,,0,
2009,10,4,,0,
2009,10,5,,0,
2009,10,5,,0,
2009,10,5,,13,
2009,10,5,,31,
2009,10,5,,16,
2009,10,6,,16,
2009,10,6,,14,
2009,10,6,,78,
2009,10,6,,9,
2009,10,6,,3,
2009,10,6,,42,
2009,11,1,,29,
2009,11,1,,14,
2009,11,1,,0,
2009,11,1,,1,
2009,11,1,,4,
2009,11,2,,67,
2009,11,2,,62,
2009,11,2,,67,
2009,11,2,,115,
2009,11,2,,63,
2010,3,1,7,42,49.0
2010,3,2,1,3,4.0
2010,3,3,4,7,11.0
2010,3,4,6,18,24.0
2010,3,5,9,45,54.0
2010,3,6,10,26,36.0
2010,4,1,9,38,47.0
2010,4,2,10,42,52.0
2010,4,3,65,7,72.0
2010,4,4,329,12,341.0
2010,4,5,593,43,636.0
2010,4,6,71,6,77.0
2010,5,1,129,11,140.0
2010,5,2,73,3,76.0
2010,5,3,136,7,143.0
2010,5,4,54,0,54.0
2010,5,5,44,2,46.0
2010,5,6,176,19,195.0
2010,6,1,138,13,151.0
2010,6,2,40,1,41.0
2010,6,3,68,0,68.0
2010,6,4,23,37,60.0
2010,6,5,7,285,292.0
2010,6,6,2,1996,1998.0
2010,7,1,0,1980,1980.0
2010,7,2,0,965,965.0
2010,7,3,0,208,208.0
2010,7,4,0,329,329.0
2010,7,5,0,84,84.0
2010,7,6,7,235,242.0
2010,8,1,5,7,12.0
2010,8,2,\,\,0.0
2010,8,3,14,22,36.0
2010,8,4,5,41,46.0
2010,8,5,5,4,9.0
2010,8,6,12,6,18.0
2010,9,1,2,8,10.0
2010,9,2,3,0,3.0
2010,9,3,53,6,59.0
2010,9,4,4,0,4.0
2010,9,5,501,350,851.0
2010,9,6,68,4,72.0
2010,10,1,32,1,33.0
2010,10,2,85,0,85.0
2010,10,3,40,0,40.0
2010,10,4,5,10,15.0
2010,10,5,12,7,19.0
2010,10,6,1,5,6.0
2010,11,1,0,0,0.0
2010,11,2,1,0,1.0
2011,3,1,0,3,3.0
2011,3,2,0,0,0.0
2011,3,3,\,\,0.0
2011,3,4,17,1,18.0
2011,3,5,5,0,5.0
2011,3,6,1,0,1.0
2011,4,1,2,0,2.0
2011,4,2,1,0,1.0
2011,4,3,4,6,10.0
2011,4,4,5,2,7.0
2011,4,5,5,2,7.0
2011,5,1,7,10,17.0
2011,5,1,8,4,12.0
2011,5,2,9,3,12.0
2011,5,3,8,1,9.0
2011,5,4,17,6,23.0
2011,5,5,16,5,21.0
2011,5,6,\,\,0.0
2011,6,1,34,1,35.0
2011,6,2,51,8,59.0
2011,6,3,35,7,42.0
2011,6,4,58,114,172.0
2011,6,5,15,28,43.0
2011,7,1,1,31,32.0
2011,7,1,25,245,270.0
2011,7,2,0,503,503.0
2011,7,3,0,758,758.0
2011,7,4,35,492,527.0
2011,7,5,4,185,189.0
2011,7,6,0,62,62.0
2011,8,1,0,5,5.0
2011,8,2,5,20,25.0
2011,8,3,6,14,20.0
2011,8,4,1,7,8.0
2011,8,5,0,8,8.0
2011,8,6,0,2,2.0
2011,9,1,3,1,4.0
2011,9,2,4,2,6.0
2011,9,3,1,0,1.0
2011,9,4,7,2,9.0
2011,9,5,1,0,1.0
2011,9,6,2,0,2.0
2011,10,1,13,5,18.0
2011,10,2,251,120,371.0
2011,10,3,18,19,37.0
2011,10,4,15,51,66.0
2011,10,5,7,22,29.0
2011,10,6,6,53,59.0
2011,11,1,62,305,367.0
2011,11,2,0,208,208.0
2012,3,1,\,\,
2012,3,2,0,0,0.0
2012,3,3,0,0,0.0
2012,3,4,29,0,29.0
2012,3,5,6,0,6.0
2012,3,6,0,0,0.0
2012,4,1,14,0,14.0
2012,4,2,71,0,71.0
2012,4,3,31,0,31.0
2012,4,4,236,0,236.0
2012,4,5,191,0,191.0
2012,4,6,107,1,108.0
2012,5,1,604,0,604.0
2012,5,2,806,0,806.0
2012,5,3,1193,0,1193.0
2012,5,4,1077,0,1077.0
2012,5,5,232,0,232.0
2012,5,6,608,3,611.0
2012,6,1,156,6,162.0
2012,6,2,169,52,221.0
2012,6,3,16,182,198.0
2012,6,4,22,124,146.0
2012,6,5,12,295,307.0
2012,6,6,0,648,648.0
2012,7,1,0,334,334.0
2012,7,2,0,246,246.0
2012,7,3,0,33,33.0
2012,7,4,0,162,162.0
2012,7,5,0,38,38.0
2012,7,6,25,75,100.0
2012,8,1,14,160,174.0
2012,8,2,6,100,106.0
2012,8,3,1,2,3.0
2012,8,4,1,2,3.0
2012,8,5,21,21,42.0
2012,8,6,32,21,53.0
2012,9,1,35,21,56.0
2012,9,2,63,24,87.0
2012,9,3,62,19,81.0
2012,9,4,57,13,70.0
2012,9,5,35,102,137.0
2012,9,6,42,163,205.0
2012,10,1,29,172,201.0
2012,10,2,55,194,249.0
2012,10,3,66,232,298.0
2012,10,4,35,145,180.0
2012,10,5,31,140,171.0
2012,10,6,35,438,473.0
2012,11,1,5,215,220.0
2012,11,2,8,78,86.0
2013,3,1,0,0,0.0
2013,3,2,0,0,0.0
2013,3,3,0,0,0.0
2013,3,4,0,0,0.0
2013,3,5,0,0,0.0
2013,3,6,30,1,31.0
2013,4,1,18,0,18.0
2013,4,2,18,0,18.0
2013,4,3,22,0,22.0
2013,4,4,67,0,67.0
2013,4,5,90,0,90.0
2013,4,6,49,0,49.0
2013,5,1,61,0,61.0
2013,5,2,75,0,75.0
2013,5,3,88,0,88.0
2013,5,4,103,0,103.0
2013,5,5,128,0,128.0
2013,5,6,173,0,173.0
2013,6,1,141,18,159.0
2013,6,2,165,4,169.0
2013,6,3,164,19,183.0
2013,6,4,37,255,292.0
2013,6,5,53,283,336.0
2013,6,6,62,273,335.0
2013,7,1,13,366,379.0
2013,7,2,4,180,184.0
2013,7,3,14,156,170.0
2013,7,4,3,64,67.0
2013,7,5,4,61,65.0
2013,7,6,0,47,47.0
2013,8,1,4,58,62.0
2013,8,2,11,50,61.0
2013,8,3,4,35,39.0
2013,8,4,3,26,29.0
2013,8,5,13,23,36.0
2013,8,6,9,16,25.0
2013,9,1,14,38,52.0
2013,9,2,37,31,68.0
2013,9,3,21,23,44.0
2013,9,4,10,70,80.0
2013,9,5,15,102,117.0
2013,9,6,14,108,122.0
2013,10,1,0,66,66.0
2013,10,2,0,80,80.0
2013,10,3,0,116,116.0
2013,10,4,9,115,124.0
2013,10,5,9,57,66.0
2013,10,6,0,84,84.0
2013,11,1,0,77,77.0
2013,11,2,0,70,70.0
2014,3,1,0,0,0.0
2014,3,2,0,0,0.0
2014,3,3,0,0,0.0
2014,3,4,0,0,0.0
2014,3,5,0,0,0.0
2014,3,6,0,0,0.0
2014,4,1,9,0,9.0
2014,4,2,16,0,16.0
2014,4,3,8,0,8.0
2014,4,4,1,0,1.0
2014,4,5,12,0,12.0
2014,4,6,17,0,17.0
2014,5,1,14,0,14.0
2014,5,2,36,0,36.0
2014,5,3,60,0,60.0
2014,5,4,18,0,18.0
2014,5,5,93,0,93.0
2014,5,6,79,0,79.0
2014,6,1,52,0,52.0
2014,6,2,98,0,98.0
2014,6,3,171,0,171.0
2014,6,4,124,0,124.0
2014,6,5,71,0,71.0
2014,6,6,94,0,94.0
2014,7,1,46,0,46.0
2014,7,2,18,37,55.0
2014,7,3,27,74,101.0
2014,7,4,8,44,52.0
2014,7,5,11,104,115.0
2014,7,6,12,50,62.0
2014,8,1,3,32,35.0
2014,8,2,0,0,0.0
2014,8,3,16,0,16.0
2014,8,4,29,0,29.0
2014,8,5,56,0,56.0
2014,8,6,56,0,56.0
2014,9,1,22,0,22.0
2014,9,2,42,0,42.0
2014,9,3,12,0,12.0
2014,9,4,53,8,61.0
2014,9,5,70,130,200.0
2014,9,6,20,119,139.0
2014,10,1,17,121,138.0
2014,10,2,13,58,71.0
2014,10,3,11,88,99.0
2014,10,4,13,57,70.0
2014,10,5,16,133,149.0
2014,10,6,16,102,118.0
2014,11,1,23,84,107.0
2015,3,1,0,0,0.0
2015,3,2,0,0,0.0
2015,3,3,0,0,0.0
2015,3,4,0,0,0.0
2015,3,5,0,0,0.0
2015,3,6,0,0,0.0
2015,4,1,0,0,0.0
2015,4,2,0,0,0.0
2015,4,3,0,0,0.0
2015,4,4,0,0,0.0
2015,4,5,0,0,0.0
2015,4,6,0,0,0.0
2015,5,1,0,0,0.0
2015,5,2,0,0,0.0
2015,5,3,0,0,0.0
2015,5,4,0,0,0.0
2015,5,5,0,0,0.0
2015,5,6,0,0,0.0
2015,6,1,0,0,0.0
2015,6,2,0,0,0.0
2015,6,3,0,0,0.0
2015,6,4,0,0,0.0
2015,6,5,0,0,0.0
2015,6,6,0,0,0.0
2015,7,1,0,0,0.0
2015,7,2,0,0,0.0
2015,7,3,0,0,0.0
2015,7,4,0,0,0.0
2015,7,5,0,0,0.0
2015,7,6,0,0,0.0
2015,8,1,0,0,0.0
2015,8,2,0,0,0.0
2015,8,3,3,0,3.0
2015,8,4,10,0,10.0
2015,8,5,19,0,19.0
2015,8,6,29,0,29.0
2015,9,1,0,0,0.0
2015,9,2,\,\,0.0
2015,9,3,\,\,0.0
2015,9,4,5,51,56.0
2015,9,5,2,35,37.0
2015,9,6,0,40,40.0
2015,10,1,0,8,8.0
2015,10,2,0,10,10.0
2015,10,3,0,7,7.0
2015,10,4,0,7,7.0
2015,10,5,0,12,12.0
2015,10,6,0,3,3.0
2016,3,1,0,0,0.0
2016,3,2,0,0,0.0
2016,3,3,0,0,0.0
2016,3,4,0,0,0.0
2016,3,5,0,0,0.0
2016,3,6,0,0,0.0
2016,4,1,0,0,0.0
2016,4,2,0,0,0.0
2016,4,3,0,0,0.0
2016,4,4,0,0,0.0
2016,4,5,0,0,0.0
2016,5,1,126,26,152.0
2016,5,1,172,13,185.0
2016,5,2,94,6,100.0
2016,5,3,93,7,100.0
2016,5,4,93,0,93.0
2016,5,5,274,0,274.0
2016,5,6,158,0,158.0
2016,6,1,144,0,144.0
2016,6,2,119,0,119.0
2016,6,3,110,0,110.0
2016,6,4,87,0,87.0
2016,6,5,36,0,36.0
2016,7,1,47,0,47.0
2016,7,1,39,0,39.0
2016,7,2,15,0,15.0
2016,7,3,0,0,0.0
2016,7,4,0,0,0.0
2016,7,5,0,0,0.0
2016,7,6,0,0,0.0
2016,8,1,0,0,0.0
2016,8,2,0,0,0.0
2016,8,3,0,0,0.0
2016,8,4,113,16,129.0
2016,8,5,298,30,328.0
2016,8,6,159,22,181.0
2016,9,1,88,5,93.0
2016,9,2,58,0,58.0
2016,9,3,96,0,96.0
2016,9,4,109,150,259.0
2016,9,5,52,244,296.0
2016,10,1,63,211,274.0
2016,10,1,40,166,206.0
2016,10,2,28,177,205.0
2016,10,3,24,126,150.0
2016,10,4,33,152,185.0
2016,10,5,20,166,186.0
2016,10,6,1,24,25.0
2017,3,1,0,0,0.0
2017,3,2,0,0,0.0
2017,3,3,0,0,0.0
2017,3,4,0,0,0.0
2017,3,5,0,0,0.0
2017,3,6,0,0,0.0
2017,4,1,0,0,0.0
2017,4,2,0,0,0.0
2017,4,3,0,0,0.0
2017,4,4,0,0,0.0
2017,4,5,0,0,0.0
2017,4,6,0,0,0.0
2017,5,1,0,0,0.0
2017,5,2,63,0,63.0
2017,5,3,86,0,86.0
2017,5,4,83,0,83.0
2017,5,5,53,0,53.0
2017,5,6,46,0,46.0
2017,6,1,60,0,60.0
2017,6,2,12,0,12.0
2017,6,3,78,0,78.0
2017,6,4,65,0,65.0
2017,6,5,12,0,12.0
2017,6,6,15,0,15.0
2017,7,1,0,0,0.0
2017,7,2,0,0,0.0
2017,7,3,0,0,0.0
2017,7,4,0,0,0.0
2017,7,5,0,0,0.0
2017,7,6,0,0,0.0
2017,8,1,0,0,0.0
2017,8,2,48,6,54.0
2017,8,3,22,3,25.0
2017,8,4,37,6,43.0
2017,8,5,40,4,44.0
2017,8,6,10,3,13.0
2017,9,1,11,6,17.0
2017,9,2,24,5,29.0
2017,9,3,46,20,66.0
2017,9,4,0,59,59.0
2017,9,5,0,50,50.0
2017,9,6,0,49,49.0
2017,10,1,0,48,48.0
2017,10,2,0,58,58.0
2017,10,3,0,36,36.0
2017,10,4,0,32,32.0
2017,10,5,0,20,20.0
2017,10,6,0,24,24.0
2018,3,1,0,0,0.0
2018,3,2,0,0,0.0
2018,3,3,0,0,0.0
2018,3,4,0,1,1.0
2018,3,5,5,0,5.0
2018,3,6,0,7,7.0
2018,4,1,0,35,35.0
2018,4,2,0,2,2.0
2018,4,3,0,3,3.0
2018,4,4,0,12,12.0
2018,4,5,3,49,52.0
2018,4,6,2,32,34.0
2018,5,1,7,23,30.0
2018,5,2,0,0,0.0
2018,5,3,42,83,125.0
2018,5,4,6,7,13.0
2018,5,5,5,2,7.0
2018,5,6,10,55,65.0
2018,6,1,12,41,53.0
2018,6,2,13,17,30.0
2018,6,3,9,63,72.0
2018,6,4,12,30,42.0
2018,6,5,1,2,3.0
2018,6,6,21,269,290.0
2018,7,1,2,46,48.0
2018,7,2,6,66,72.0
2018,7,3,1,11,12.0
2018,7,4,0,3,3.0
2018,7,5,17,98,115.0
2018,7,6,5,25,30.0
2018,8,1,0,4,4.0
2018,8,2,0,9,9.0
2018,8,3,4,15,19.0
2018,8,4,45,11,56.0
2018,8,5,203,41,244.0
2018,8,6,204,42,246.0
2018,9,1,60,17,77.0
2018,9,2,0,0,0.0
2018,9,3,117,25,142.0
2018,9,4,1006,108,1114.0
2018,9,5,1043,195,1238.0
2018,9,6,28,7,35.0
2018,10,1,19,25,44.0
2018,10,2,34,21,55.0
2018,10,3,2,9,11.0
2018,10,4,22,148,170.0
2018,10,5,2,142,144.0
2018,10,6,68,374,442.0
2019,3,1,0,0,0.0
2019,3,2,\,\,0.0
2019,3,3,0,0,0.0
2019,3,4,0,0,0.0
2019,3,5,0,0,0.0
