year,month,hou,本候灯下白背飞虱虫量（头）,本侯灯下褐飞虱虫量（头）,本候灯下稻飞虱合计
2004,8,1,1172,142,1314.0
2004,8,2,6450,172,6622.0
2004,8,3,325,137,462.0
2004,8,4,1,18,19.0
2004,8,5,71,146,217.0
2004,8,6,98,134,232.0
2004,8,6,,,0.0
2004,9,2,389,331,720.0
2004,9,3,8,29,37.0
2004,9,4,8,37,45.0
2004,9,5,107,302,409.0
2004,9,6,10,25,35.0
2004,10,1,5,20,25.0
2004,10,2,/,/,0.0
2004,10,3,/,/,0.0
2004,10,4,/,4,4.0
2004,10,5,/,/,0.0
2005,5,6,0,0,0.0
2005,6,1,0,0,0.0
2005,6,2,7,0,7.0
2005,6,3,2,3,5.0
2005,6,4,2,2,4.0
2005,6,5,3,10,13.0
2005,6,6,374,61,435.0
2005,6,6,1011,344,1355.0
2005,7,2,352,82,434.0
2005,7,2,352,82,434.0
2005,7,3,63,39,102.0
2005,7,4,1109,149,1258.0
2005,7,5,50,28,78.0
2005,7,6,416,204,620.0
2005,8,1,684,111,795.0
2005,8,2,16,65,81.0
2005,8,3,244,330,574.0
2005,8,4,64,409,473.0
2005,8,5,4,116,120.0
2005,8,6,109,573,682.0
2005,9,1,698,4398,5096.0
2005,9,2,17,363,380.0
2005,9,3,167,2168,2335.0
2005,9,4,117,2180,2297.0
2005,9,5,406,9166,9572.0
2005,9,6,21,692,713.0
2005,9,6,2152,30058,32210.0
2005,10,2,46,484,530.0
2005,10,2,94,753,847.0
2005,10,4,118,1461,1579.0
2006,5,5,0,0,0.0
2006,5,6,0,0,0.0
2006,6,1,0,0,0.0
2006,6,2,1,0,1.0
2006,6,3,0,0,0.0
2006,6,4,6,0,6.0
2006,6,5,41,4,45.0
2006,6,6,163,34,197.0
2006,7,1,1214,632,1846.0
2006,7,2,3637,722,4359.0
2006,7,3,263,377,640.0
2006,7,4,2328,608,2936.0
2006,7,5,896,696,1592.0
2006,7,6,380,231,611.0
2006,8,1,206,275,481.0
2006,8,2,7,151,158.0
2006,8,3,58,1873,1931.0
2006,8,4,0,108,108.0
2006,8,5,2,601,603.0
2006,8,6,2,5726,5728.0
2006,9,1,272,75920,76192.0
2006,9,2,22,1577,1599.0
2006,9,3,0,1058,1058.0
2006,9,4,8,886,894.0
2006,9,5,0,69,69.0
2006,9,6,0,8,8.0
2006,10,1,0,5,5.0
2006,10,2,0,24,24.0
2006,10,3,0,62,62.0
2006,10,4,0,945,945.0
2008,6,3,43,2,45.0
2008,6,4,30,3,33.0
2008,6,5,15,12,27.0
2008,6,6,3,6,9.0
2008,7,1,40,63,103.0
2008,7,2,40,36,76.0
2008,7,3,32,14,46.0
2008,7,4,9,9,18.0
2008,7,5,8,24,32.0
2008,7,6,3,20,23.0
2008,8,1,44,137,181.0
2008,8,2,1,21,22.0
2008,8,3,11,90,101.0
2008,8,4,3,32,35.0
2008,8,5,0,214,214.0
2008,8,6,41,496,537.0
2009,5,1,,0,
2009,5,1,,0,
2009,5,1,,0,
2009,5,1,,0,
2009,5,1,,0,
2009,5,2,,0,
2009,5,2,,0,
2009,5,2,,0,
2009,5,2,,0,
2009,5,2,,0,
2009,5,3,,0,
2009,5,3,,0,
2009,5,3,,0,
2009,5,3,,0,
2009,5,3,,0,
2009,5,4,,0,
2009,5,4,,0,
2009,5,4,,0,
2009,5,4,,0,
2009,5,4,,0,
2009,5,5,,0,
2009,5,5,,0,
2009,5,5,,0,
2009,5,5,,0,
2009,5,5,,0,
2009,5,6,,0,
2009,5,6,,0,
2009,5,6,,0,
2009,5,6,,0,
2009,5,6,,0,
2009,5,6,,0,
2009,6,1,,0,
2009,6,1,,0,
2009,6,1,,0,
2009,6,1,,0,
2009,6,1,,0,
2009,6,2,,0,
2009,6,2,,0,
2009,6,2,,0,
2009,6,2,,0,
2009,6,2,,0,
2009,6,3,,0,
2009,6,3,,0,
2009,6,3,,0,
2009,6,3,,0,
2009,6,3,,0,
2009,6,4,,0,
2009,6,4,,0,
2009,6,4,,0,
2009,6,4,,0,
2009,6,4,,0,
2009,6,5,,0,
2009,6,5,,0,
2009,6,5,,0,
2009,6,5,,0,
2009,6,5,,0,
2009,6,6,,0,
2009,6,6,,0,
2009,6,6,,0,
2009,6,6,,0,
2009,6,6,,0,
2009,7,1,,0,
2009,7,1,,0,
2009,7,1,,0,
2009,7,1,,3,
2009,7,1,,2,
2009,7,2,,0,
2009,7,2,,2,
2009,7,2,,0,
2009,7,2,,3,
2009,7,2,,1,
2009,7,3,,0,
2009,7,3,,0,
2009,7,3,,0,
2009,7,3,,0,
2009,7,3,,0,
2009,7,4,,0,
2009,7,4,,1,
2009,7,4,,0,
2009,7,4,,0,
2009,7,4,,3,
2009,7,5,,8,
2009,7,5,,2,
2009,7,5,,23,
2009,7,5,,2,
2009,7,5,,0,
2009,7,6,,1,
2009,7,6,,0,
2009,7,6,,6,
2009,7,6,,0,
2009,7,6,,3,
2009,7,6,,3,
2009,8,1,,2,
2009,8,1,,0,
2009,8,1,,0,
2009,8,1,,0,
2009,8,1,,0,
2009,8,2,,2,
2009,8,2,,0,
2009,8,2,,0,
2009,8,2,,0,
2009,8,2,,0,
2009,8,3,,0,
2009,8,3,,1,
2009,8,3,,2,
2009,8,3,,0,
2009,8,3,,0,
2009,8,4,,0,
2009,8,4,,9,
2009,8,4,,17,
2009,8,4,,21,
2009,8,4,,50,
2009,8,5,,20,
2009,8,5,,40,
2009,8,5,,14,
2009,8,5,,2,
2009,8,5,,8,
2009,8,6,,31,
2009,8,6,,80,
2009,8,6,,7,
2009,8,6,,6,
2009,8,6,,21,
2009,8,6,,4,
2009,9,1,,0,
2009,9,1,,2,
2009,9,1,,0,
2009,9,1,,0,
2009,9,1,,0,
2009,9,2,,4,
2009,9,2,,8,
2009,9,2,,2,
2009,9,2,,0,
2009,9,2,,0,
2009,9,3,,10,
2009,9,3,,0,
2009,9,3,,0,
2009,9,3,,10,
2009,9,3,,24,
2009,9,4,,17,
2009,9,4,,224,
2009,9,4,,284,
2009,9,4,,30,
2009,9,4,,126,
2009,9,5,,204,
2009,9,5,,88,
2009,9,5,,39,
2009,9,5,,44,
2009,9,5,,338,
2009,9,6,,104,
2009,9,6,,62,
2009,9,6,,19,
2009,9,6,,9,
2009,9,6,,6,
2010,5,5,1,0,1.0
2010,5,6,0,0,0.0
2010,6,1,0,0,0.0
2010,6,2,0,0,0.0
2010,6,3,0,0,0.0
2010,6,4,16,0,16.0
2010,6,5,3,0,3.0
2010,6,6,5,0,5.0
2010,7,1,3391,0,3391.0
2010,7,2,1036,0,1036.0
2010,7,3,1503,37,1540.0
2010,7,4,0,0,0.0
2010,7,5,107,73,180.0
2010,7,6,365,67,432.0
2010,8,1,407,40,447.0
2010,8,2,952,321,1273.0
2010,8,3,256,210,466.0
2010,8,4,32,322,354.0
2010,8,5,44,189,233.0
2010,8,6,341,178,519.0
2010,9,1,36,563,599.0
2010,9,2,56,1826,1882.0
2010,9,3,147,2306,2453.0
2010,9,4,1809,24272,26081.0
2010,9,5,24,230,254.0
2010,9,6,0,0,0.0
2010,10,1,0,0,0.0
2010,10,2,0,0,0.0
2010,10,3,0,5,5.0
2010,10,4,0,1,1.0
2011,5,5,0,0,0.0
2011,5,6,0,0,0.0
2011,6,1,0,0,0.0
2011,6,2,0,0,0.0
2011,6,3,0,0,0.0
2011,6,4,0,0,0.0
2011,6,5,0,0,0.0
2011,7,1,0,0,0.0
2011,7,1,8,0,8.0
2011,7,2,0,3,3.0
2011,7,3,0,0,0.0
2011,7,4,0,1,1.0
2011,7,5,8,13,21.0
2011,7,6,4,21,25.0
2011,8,1,1,1,2.0
2011,8,2,7,17,24.0
2011,8,3,1,13,14.0
2011,8,4,0,4,4.0
2011,8,5,0,0,0.0
2011,8,6,0,0,0.0
2012,5,5,0,0,0.0
2012,5,6,0,0,0.0
2012,6,1,0,0,0.0
2012,6,2,2,0,2.0
2012,6,3,2,0,2.0
2012,6,4,3,0,3.0
2012,6,5,0,0,0.0
2012,6,6,0,0,0.0
2012,7,1,9,4,13.0
2012,7,2,14,18,32.0
2012,7,3,5,0,5.0
2012,7,4,0,16,16.0
2012,7,5,0,1,1.0
2012,7,6,3,25,28.0
2012,8,1,0,0,0.0
2012,8,2,0,2,2.0
2012,8,3,10,75,85.0
2012,8,4,0,45,45.0
2012,8,5,2,5,7.0
2012,8,6,1,8,9.0
2012,9,1,0,9,9.0
2012,9,2,0,14,14.0
2012,9,3,1,3,4.0
2012,9,4,80,131,211.0
2012,9,5,69,193,262.0
2012,9,6,42,78,120.0
2012,10,1,0,0,0.0
2012,10,2,0,0,0.0
2012,10,3,0,0,0.0
2012,10,4,0,0,0.0
2013,5,5,6,0,6.0
2013,5,6,20,0,20.0
2013,6,1,11,0,11.0
2013,6,2,0,0,0.0
2013,6,3,8,0,8.0
2013,6,4,16,0,16.0
2013,6,5,7,0,7.0
2013,6,6,5,1,6.0
2013,7,1,\,\,0.0
2013,7,2,68,19,87.0
2013,7,3,8,1,9.0
2013,7,4,11,22,33.0
2013,7,5,63,147,210.0
2013,7,6,18,54,72.0
2013,8,1,2,26,28.0
2013,8,2,5,29,34.0
2013,8,3,9,44,53.0
2013,8,4,0,57,57.0
2013,8,5,0,127,127.0
2013,8,6,1141,3341,4482.0
2013,9,1,1,34,35.0
2013,9,2,64,167,231.0
2013,9,3,35,122,157.0
2013,9,4,45,73,118.0
2013,9,5,5,5,10.0
2013,9,6,107,406,513.0
2013,10,1,\,\,
2013,10,2,\,\,
2013,10,3,\,\,
2013,10,4,\,\,
2014,5,5,0,0,0.0
2014,5,6,0,0,0.0
2014,6,1,0,0,0.0
2014,6,2,3,0,3.0
2014,6,3,0,0,0.0
2014,6,4,8,0,8.0
2014,6,5,37,0,37.0
2014,6,6,8,0,8.0
2014,7,1,44,10,54.0
2014,7,2,34,6,40.0
2014,7,3,10,2,12.0
2014,7,4,47,41,88.0
2014,7,5,17,18,35.0
2014,7,6,3,4,7.0
2014,8,1,10,6,16.0
2014,8,2,1,3,4.0
2014,8,3,0,0,0.0
2014,8,4,5,10,15.0
2014,8,5,32,41,73.0
2014,8,6,50,124,174.0
2014,9,1,0,0,0.0
2014,9,2,0,0,0.0
2014,9,3,0,0,0.0
2014,9,4,0,0,0.0
2014,9,5,0,0,0.0
2014,9,6,0,0,0.0
2014,10,1,0,0,0.0
2014,10,2,0,0,0.0
2015,5,4,0,0,0.0
2015,5,5,0,0,0.0
2015,5,6,0,0,0.0
2015,6,1,15,0,15.0
2015,6,2,1,0,1.0
2015,6,3,36,0,36.0
2015,6,4,28,0,28.0
2015,6,5,29,0,29.0
2015,6,6,125,5,130.0
2015,7,1,6,0,6.0
2015,7,2,11,5,16.0
2015,7,3,25,74,99.0
2015,7,4,106,180,286.0
2015,7,5,64,18,82.0
2015,7,6,53,23,76.0
2015,8,1,18,43,61.0
2015,8,2,19,35,54.0
2015,8,3,0,0,0.0
2015,8,4,346,52,398.0
2015,8,5,0,0,0.0
2015,8,6,0,3,3.0
2015,9,1,0,16,16.0
2015,9,2,0,18,18.0
2017,5,4,0,0,0.0
2017,5,5,0,0,0.0
2017,5,6,0,0,0.0
2017,6,1,0,0,0.0
2017,6,2,78,2,80.0
2017,6,3,158,0,158.0
2017,6,4,10,0,10.0
2017,6,5,7,0,7.0
2017,6,6,19,4,23.0
2017,7,1,37,1,38.0
2017,7,2,26,4,30.0
2017,7,3,15,2,17.0
2017,7,4,18,4,22.0
2017,7,5,4,6,10.0
2017,7,6,21,9,30.0
2017,8,1,158,121,279.0
2017,8,2,16,15,31.0
2017,8,3,19,44,63.0
2017,8,4,5,21,26.0
2018,5,4,9,0,9.0
2018,5,5,7,0,7.0
2018,5,6,31,0,31.0
2018,6,1,6,0,6.0
2018,6,2,8,0,8.0
2018,6,3,2,0,2.0
2018,6,4,24,0,24.0
2018,6,5,156,47,203.0
2018,6,6,58,21,79.0
2018,7,1,5,0,5.0
2018,7,2,41,9,50.0
2018,7,3,4,5,9.0
2018,7,4,3,0,3.0
2018,7,5,6,3,9.0
2018,7,6,9,2,11.0
2018,8,1,5,3,8.0
2018,8,2,11,2,13.0
2018,8,3,4,0,4.0
2018,8,4,25,7,32.0
2018,8,5,9,0,9.0
2018,8,6,7,1,8.0
2018,9,1,9,68,77.0
2018,9,2,5,17,22.0
2019,5,4,0,0,0.0
2019,5,5,0,0,0.0
2019,5,6,104,0,104.0
2019,6,1,27,0,27.0
2019,6,2,29,0,29.0
2019,6,3,0,0,0.0
2019,6,4,3,1,4.0
2019,6,5,57,0,57.0
2019,7,1,90,11,101.0
2019,7,1,42,18,60.0
2019,7,2,38,4,42.0
2019,7,3,43,10,53.0
2019,7,4,239,83,322.0
2019,7,5,115,55,170.0
2019,7,6,34,57,91.0
2019,8,1,1,7,8.0
2019,8,2,12,53,65.0
2019,8,3,14,37,51.0
2019,8,4,9,19,28.0
2019,8,5,0,10,10.0
2019,8,6,0,60,60.0
2019,9,1,25,109,134.0
2019,9,2,58,782,840.0
2020,5,4,0,0,0.0
2020,5,5,0,0,0.0
2020,5,6,0,0,0.0
2020,6,1,879,0,879.0
2020,6,2,507,0,507.0
2020,6,3,101,0,101.0
2020,6,4,12,0,12.0
2020,6,5,241,0,241.0
2020,6,6,132,32,164.0
2020,7,1,38,23,61.0
2020,7,2,148,23,171.0
2020,7,3,168,16,184.0
2020,7,4,9,1,10.0
2020,7,5,0,0,0.0
2020,7,6,129,123,252.0
2020,8,1,3,10,13.0
2020,8,2,1,18,19.0
2020,8,3,0,17,17.0
2020,8,4,0,14,14.0
2020,8,5,0,141,141.0
2020,8,6,6,478,484.0
2020,9,1,8,86,94.0
2020,9,2,35,206,241.0
2021,4,4,0,0,0.0
2021,4,5,0,0,0.0
2021,4,5,0,0,0.0
2021,4,5,0,0,0.0
2021,4,5,1,0,1.0
2021,4,5,3,0,3.0
2021,4,6,0,0,0.0
2021,4,6,5,0,5.0
2021,4,6,5,0,5.0
2021,4,6,8,0,8.0
2021,4,6,3,0,3.0
2021,5,1,2,0,2.0
2021,5,1,0,0,0.0
2021,5,1,0,0,0.0
2021,5,1,0,0,0.0
2021,5,1,0,0,0.0
2021,5,2,1,0,1.0
2021,5,2,0,0,0.0
2021,5,2,0,0,0.0
2021,5,2,0,0,0.0
2021,5,2,6,0,6.0
2021,5,3,17,0,17.0
2021,5,3,0,0,0.0
2021,5,3,1,0,1.0
2021,5,3,30,0,30.0
2021,5,3,18,0,18.0
2021,5,4,0,0,0.0
2021,5,4,26,0,26.0
2021,5,4,0,0,0.0
2021,5,4,2,0,2.0
2021,5,4,0,0,0.0
2021,5,5,0,0,0.0
2021,5,5,0,0,0.0
2021,5,5,0,0,0.0
2021,5,5,0,0,0.0
2021,5,5,0,0,0.0
2021,5,6,0,0,0.0
2021,5,6,0,0,0.0
2021,5,6,12,0,12.0
2021,5,6,5,0,5.0
2021,5,6,3,0,3.0
2021,5,6,2,0,2.0
2021,6,1,1,0,1.0
2021,6,1,1,0,1.0
2021,6,1,0,0,0.0
2021,6,1,2,0,2.0
2021,6,1,1,0,1.0
2021,6,2,3,0,3.0
2021,6,2,2,0,2.0
2021,6,2,1,0,1.0
2021,6,2,0,0,0.0
2021,6,2,0,0,0.0
2021,6,3,0,0,0.0
2021,6,3,0,0,0.0
2021,6,3,20,0,20.0
2021,6,3,0,0,0.0
2021,6,3,0,0,0.0
2021,6,4,0,0,0.0
2021,6,4,36,0,36.0
2021,6,4,27,0,27.0
2021,6,4,0,0,0.0
2021,6,4,26,0,26.0
2021,6,5,0,0,0.0
2021,6,5,0,0,0.0
2021,6,5,702,0,702.0
2021,6,5,61,0,61.0
2021,6,5,30,0,30.0
2021,6,6,0,0,0.0
2021,6,6,0,0,0.0
2021,6,6,0,0,0.0
2021,6,6,0,0,0.0
2021,6,6,16,0,16.0
2021,7,1,16,0,16.0
2021,7,1,1,0,1.0
2021,7,1,4,0,4.0
2021,7,1,23,0,23.0
2021,7,1,0,0,0.0
2021,7,2,0,0,0.0
2021,7,2,0,0,0.0
2021,7,2,0,0,0.0
2021,7,2,0,0,0.0
2021,7,2,14,0,14.0
2021,7,3,15,0,15.0
2021,7,3,10,0,10.0
2021,7,3,10,0,10.0
2021,7,3,10,0,10.0
2021,7,3,10,0,10.0
2021,7,4,13,1,14.0
2021,7,4,10,3,13.0
2021,7,4,12,1,13.0
2021,7,4,11,0,11.0
2021,7,4,9,0,9.0
2021,7,5,11,0,11.0
2021,7,5,17,0,17.0
2021,7,5,0,0,0.0
2021,7,5,0,0,0.0
2021,7,5,0,0,0.0
2021,7,6,0,0,0.0
2021,7,6,0,2,2.0
2021,7,6,0,7,7.0
2021,7,6,0,3,3.0
2021,7,6,1,2,3.0
2021,7,6,0,6,6.0
2021,8,1,5,12,17.0
2021,8,1,220,4,224.0
2021,8,1,0,2,2.0
2021,8,1,5,1,6.0
2021,8,1,1,0,1.0
2021,8,2,1,0,1.0
2021,8,2,0,0,0.0
2021,8,2,0,0,0.0
2021,8,2,4,0,4.0
2021,8,2,0,3,3.0
2021,8,3,24,3,27.0
2021,8,3,0,6,6.0
2021,8,3,0,18,18.0
2021,8,3,0,4,4.0
2021,8,3,0,2,2.0
2021,8,4,0,2,2.0
2021,8,4,0,1,1.0
2021,8,4,82,0,82.0
2021,8,4,0,2,2.0
2021,8,4,0,1,1.0
2021,8,5,0,1,1.0
2021,8,5,0,0,0.0
2021,8,5,0,1,1.0
2021,8,5,0,0,0.0
2021,8,5,0,3,3.0
2021,8,6,0,3,3.0
2021,8,6,0,16,16.0
2021,8,6,0,7,7.0
2021,8,6,0,2,2.0
2021,8,6,0,3,3.0
2021,8,6,0,3,3.0
2021,9,1,0,6,6.0
2021,9,1,0,3,3.0
2021,9,1,0,2,2.0
2021,9,1,0,1,1.0
2021,9,1,0,8,8.0
2021,9,2,0,34,34.0
2021,9,2,2,17,19.0
2021,9,2,1,25,26.0
2021,9,2,1,48,49.0
2021,9,2,0,48,48.0
2021,9,3,1,65,66.0
2021,9,3,0,26,26.0
2021,9,3,0,17,17.0
2021,9,3,1,5,6.0
2021,9,3,0,4,4.0
2021,9,4,0,3,3.0
2021,9,4,0,2,2.0
2021,9,4,0,3,3.0
2021,9,4,0,8,8.0
2021,9,4,0,27,27.0
2021,9,5,0,10,10.0
2021,9,5,4,6,10.0
2021,9,5,0,3,3.0
2021,9,5,0,78,78.0
2021,9,5,0,122,122.0
2021,9,6,0,210,210.0
2021,9,6,2,107,109.0
2021,9,6,5,85,90.0
2021,9,6,0,42,42.0
2021,9,6,0,55,55.0
2022,4,4,0,0,0.0
2022,4,5,0,0,0.0
2022,4,5,0,0,0.0
2022,4,5,0,0,0.0
2022,4,5,0,0,0.0
2022,4,5,0,1,1.0
2022,4,6,0,2,2.0
2022,4,6,0,0,0.0
2022,4,6,0,0,0.0
2022,4,6,0,0,0.0
2022,4,6,0,0,0.0
2022,5,1,0,0,0.0
2022,5,1,0,0,0.0
2022,5,1,0,0,0.0
2022,5,1,0,0,0.0
2022,5,1,0,0,0.0
2022,5,2,0,0,0.0
2022,5,2,0,0,0.0
2022,5,2,0,0,0.0
2022,5,2,0,0,0.0
2022,5,2,0,0,0.0
2022,5,3,0,0,0.0
2022,5,3,0,0,0.0
2022,5,3,0,0,0.0
2022,5,3,0,0,0.0
2022,5,3,0,0,0.0
2022,5,4,0,0,0.0
2022,5,4,0,0,0.0
2022,5,4,0,0,0.0
2022,5,4,0,0,0.0
2022,5,4,0,0,0.0
2022,5,5,0,0,0.0
2022,5,5,0,0,0.0
2022,5,5,0,0,0.0
2022,5,5,0,0,0.0
2022,5,5,0,0,0.0
2022,5,6,0,0,0.0
2022,5,6,0,0,0.0
2022,5,6,0,0,0.0
2022,5,6,11,0,11.0
2022,5,6,20,0,20.0
2022,5,6,15,0,15.0
2022,6,1,11,0,11.0
2022,6,1,6,0,6.0
2022,6,1,4,0,4.0
2022,6,1,38,0,38.0
2022,6,1,27,0,27.0
2022,6,2,6,0,6.0
2022,6,2,3,0,3.0
2022,6,2,2,21,23.0
2022,6,2,4,1,5.0
2022,6,2,6,0,6.0
2022,6,3,2,0,2.0
2022,6,3,1,0,1.0
2022,6,3,2,0,2.0
2022,6,3,3,2,5.0
2022,6,3,2,18,20.0
2022,6,4,1,75,76.0
2022,6,4,4,75,79.0
2022,6,4,2,0,2.0
2022,6,4,1,0,1.0
2022,6,4,0,0,0.0
2022,6,5,3,0,3.0
2022,6,5,4,2,6.0
2022,6,5,3,0,3.0
2022,6,5,12,0,12.0
2022,6,5,6,0,6.0
2022,6,6,5,0,5.0
2022,6,6,4,0,4.0
2022,6,6,33,0,33.0
2022,6,6,58,0,58.0
2022,6,6,120,3,123.0
2022,7,1,58,13,71.0
2022,7,1,15,12,27.0
2022,7,1,5,10,15.0
2022,7,1,4,11,15.0
2022,7,1,2,0,2.0
2022,7,2,5,1,6.0
2022,7,2,11,0,11.0
2022,7,2,5,2,7.0
2022,7,2,2,2,4.0
2022,7,2,2,1,3.0
2022,7,3,1,2,3.0
2022,7,3,0,4,4.0
2022,7,3,0,2,2.0
2022,7,3,0,0,0.0
2022,7,3,1,0,1.0
2022,7,4,0,0,0.0
2022,7,4,2,0,2.0
2022,7,4,5,0,5.0
2022,7,4,21,0,21.0
2022,7,4,9,0,9.0
2022,7,5,3,5,8.0
2022,7,5,2,0,2.0
2022,7,5,2,0,2.0
2022,7,5,1,0,1.0
2022,7,5,3,0,3.0
2022,7,6,1,0,1.0
2022,7,6,0,0,0.0
2022,7,6,0,0,0.0
2022,7,6,7,0,7.0
2022,7,6,3,0,3.0
2022,7,6,2,0,2.0
2022,8,1,4,2,6.0
2022,8,1,3,0,3.0
2022,8,1,4,0,4.0
2022,8,1,3,0,3.0
2022,8,1,1,0,1.0
2022,8,2,1,2,3.0
2022,8,2,1,9,10.0
2022,8,2,0,0,0.0
2022,8,2,0,0,0.0
2022,8,2,0,0,0.0
2022,8,3,0,8,8.0
2022,8,3,0,8,8.0
2022,8,3,0,16,16.0
2022,8,3,0,8,8.0
2022,8,3,0,2,2.0
2022,8,4,0,8,8.0
2022,8,4,0,130,130.0
2022,8,4,0,0,0.0
2022,8,4,0,0,0.0
2022,8,4,0,3,3.0
2022,8,5,0,1,1.0
2022,8,5,0,0,0.0
2022,8,5,0,0,0.0
2022,8,5,0,0,0.0
2022,8,5,0,1,1.0
2022,8,6,2,5,7.0
2022,8,6,3,10,13.0
2022,8,6,2,11,13.0
2022,8,6,5,12,17.0
2022,8,6,4,68,72.0
2022,8,6,2,28,30.0
2022,9,1,1,9,10.0
2022,9,1,3,13,16.0
2022,9,1,1,1,2.0
2022,9,1,1,1,2.0
2022,9,1,1,1,2.0
2022,9,2,0,88,88.0
2022,9,2,0,18,18.0
2022,9,2,0,1,1.0
2022,9,2,0,1,1.0
2022,9,2,0,1,1.0
2022,9,3,0,1,1.0
2022,9,3,0,1,1.0
2022,9,3,0,0,0.0
2022,9,3,0,1,1.0
2022,9,3,0,6,6.0
2022,9,4,0,5,5.0
2022,9,4,0,0,0.0
2022,9,4,0,0,0.0
2022,9,4,0,0,0.0
2022,9,4,0,0,0.0
2022,9,5,0,1,1.0
2022,9,5,0,10,10.0
2022,9,5,0,144,144.0
2022,9,5,0,88,88.0
2022,9,5,0,0,0.0
2022,9,6,0,5,5.0
2022,9,6,0,9,9.0
2022,9,6,0,554,554.0
2022,9,6,0,557,557.0
2022,9,6,0,550,550.0
2023,4,4,0,/,0.0
2023,4,5,/,/,0.0
2023,4,5,/,/,0.0
2023,4,5,/,/,0.0
2023,4,5,/,/,0.0
2023,4,5,0,/,0.0
2023,4,6,0,/,0.0
2023,4,6,0,0,0.0
2023,4,6,0,0,0.0
2023,4,6,0,/,0.0
2023,4,6,0,/,0.0
2023,5,1,0,/,0.0
2023,5,1,0,/,0.0
2023,5,1,0,/,0.0
2023,5,1,0,/,0.0
2023,5,1,0,0,0.0
2023,5,2,0,0,0.0
2023,5,2,0,0,0.0
2023,5,2,0,0,0.0
2023,5,2,0,0,0.0
2023,5,2,/,0,0.0
2023,5,3,/,0,0.0
2023,5,3,/,0,0.0
2023,5,3,/,0,0.0
2023,5,3,0,0,0.0
2023,5,3,0,0,0.0
2023,5,4,/,0,0.0
2023,5,4,4,0,4.0
2023,5,4,/,0,0.0
2023,5,4,/,0,0.0
2023,5,4,/,0,0.0
2023,5,5,3,0,3.0
2023,5,5,4,0,4.0
2023,5,5,2,0,2.0
2023,5,5,3,0,3.0
2023,5,5,1,0,1.0
2023,5,6,1,0,1.0
2023,5,6,1,0,1.0
2023,5,6,10,0,10.0
2023,5,6,1,0,1.0
2023,5,6,2,0,2.0
2023,5,6,1,0,1.0
2023,6,1,3,0,3.0
2023,6,1,6,0,6.0
2023,6,1,6,0,6.0
