year,month,hou,本候灯下白背飞虱虫量（头）,本侯灯下褐飞虱虫量（头）,本候灯下稻飞虱合计
2003,9,6,54,102,156
2003,10,1,65,163,228
2003,10,2,118,245,363
2003,10,3,92,842,934
2003,10,4,30,201,231
2004,4,5,18,1,19
2004,4,6,26,2,28
2004,5,1,53,3,56
2004,5,2,30,0,30
2004,5,3,27,0,27
2004,5,4,933,3,936
2004,5,5,69,0,69
2004,5,6,99,0,99
2004,5,6,1081,13,1094
2004,6,2,3137,16,3153
2004,6,3,170,3,173
2004,6,4,174,0,174
2004,6,5,12,0,12
2004,6,6,27,0,27
2004,7,1,171,0,171
2004,7,2,624,12,636
2004,7,3,34,3,37
2004,7,4,4,0,4
2004,8,1,107,157,264
2004,8,2,7,5,12
2004,8,3,12,8,20
2004,8,4,11,1,12
2004,8,5,53,0,53
2004,8,6,41,5,46
2004,9,1,1108,18,1126
2004,9,2,187,20,207
2004,9,3,199,50,249
2004,9,4,85,21,106
2004,9,5,241,215,456
2004,9,6,18,40,58
2004,10,1,48,107,155
2004,10,3,6,18,24
2004,10,4,17,138,155
2005,4,4,,,0
2005,4,5,37,0,37
2005,4,6,98,0,98
2005,5,1,38,0,38
2005,5,2,55,1,56
2005,5,3,29,0,29
2005,5,4,1821,1,1822
2005,5,5,831,0,831
2005,5,6,905,2,907
2005,6,1,4294,5,4299
2005,6,2,5783,8,5791
2005,6,3,1476,2,1478
2005,6,4,1232,3,1235
2005,6,5,993,4,997
2005,6,6,697,18,715
2005,7,1,21,16,37
2005,7,2,26,33,59
2005,7,3,4,7,11
2005,7,4,0,16,16
2005,7,5,0,79,79
2005,7,6,4,122,126
2005,8,1,80,289,369
2005,8,2,95,28,123
2005,8,3,36,5,41
2005,8,4,58,2,60
2005,8,5,112,2,114
2005,8,6,1017,17,1034
2005,9,1,222,2,224
2005,9,2,6,0,6
2005,9,3,412,33,445
2005,9,4,101,143,244
2005,9,5,230,940,1170
2005,9,6,24,81,105
2005,10,1,50,732,782
2005,10,2,12,76,88
2005,10,3,75,1545,1620
2005,10,4,36,1319,1355
2006,3,3,0,0,0
2006,3,4,0,0,0
2006,3,5,0,0,0
2006,3,6,18,0,18
2006,4,1,64,1,65
2006,4,2,534,6,540
2006,4,3,45,1,46
2006,4,4,104,3,107
2006,4,5,129,2,131
2006,4,6,229,1,230
2006,5,1,497,4,501
2006,5,2,1805,7,1812
2006,5,3,266,2,268
2006,5,4,68,2,70
2006,5,5,4748,6,4754
2006,5,6,16771,11,16782
2006,6,1,86419,359,86778
2006,6,2,3992,23,4015
2006,6,3,1837,23,1860
2006,6,4,242,42,284
2006,6,5,320,34,354
2006,6,6,208,217,425
2006,7,1,6,15,21
2006,7,2,4,17,21
2006,7,3,72,204,276
2006,7,4,67,166,233
2006,7,5,422,116,538
2006,7,6,564,64,628
2006,8,1,11,2,13
2006,8,2,15,2,17
2006,8,3,6,8,14
2006,8,4,217,11,228
2006,8,5,101,113,214
2006,8,6,173,21,194
2006,9,1,72,26,98
2006,9,2,51,41,92
2006,9,3,453,685,1138
2006,9,4,154,416,570
2006,9,5,54,73,127
2006,9,6,163,880,1043
2006,10,1,144,639,783
2006,10,2,50,107,157
2006,10,3,50,207,257
2006,10,4,58,941,999
2006,10,5,97,4231,4328
2006,10,6,19,553,572
2006,11,1,\,\,\
2008,3,5,0,0,0
2008,3,6,6,0,6
2008,4,1,4,0,4
2008,4,2,86,12,98
2008,4,3,9,1,10
2008,4,4,17,2,19
2008,4,5,5,0,5
2008,4,6,4,0,4
2008,5,1,40,5,45
2008,5,2,51,6,57
2008,5,3,8,0,8
2008,5,4,850,31,881
2008,5,5,237,10,247
2008,5,6,2402,45,2447
2008,6,1,719,19,738
2008,6,2,19,0,19
2008,6,3,38,6,44
2008,6,4,367,20,387
2008,6,5,22,6,28
2008,6,6,38,6,44
2008,7,1,14,91,105
2008,7,2,12,100,112
2008,7,3,1,11,12
2008,7,4,0,55,55
2008,7,5,0,9,9
2008,7,6,0,4,4
2008,8,1,1,4,5
2008,8,2,13,34,47
2008,8,3,0,0,0
2008,8,4,9,6,15
2008,8,5,6,6,12
2008,8,6,15,25,40
2008,9,1,43,43,86
2008,9,2,95,23,118
2008,9,3,28,149,177
2008,9,4,46,334,380
2008,9,5,92,1317,1409
2008,10,1,1812,148,1960
2008,10,2,30,1331,1361
2008,10,3,16,445,461
2008,10,4,5,116,121
2008,10,5,3,95,98
2008,10,6,0,183,183
2009,3,1,,0,
2009,3,1,,0,
2009,3,1,,0,
2009,3,1,,0,
2009,3,1,,0,
2009,3,2,,0,
2009,3,2,,0,
2009,3,2,,0,
2009,3,2,,0,
2009,3,2,,0,
2009,3,3,,0,
2009,3,3,,0,
2009,3,3,,0,
2009,3,3,,0,
2009,3,3,,0,
2009,3,4,,0,
2009,3,4,,0,
2009,3,4,,1,
2009,3,4,,1,
2009,3,4,,0,
2009,3,5,,2,
2009,3,5,,0,
2009,3,5,,0,
2009,3,5,,0,
2009,3,5,,0,
2009,3,6,,0,
2009,3,6,,0,
2009,3,6,,0,
2009,3,6,,0,
2009,3,6,,0,
2009,3,6,,0,
2009,4,1,,0,
2009,4,1,,0,
2009,4,1,,0,
2009,4,1,,0,
2009,4,1,,0,
2009,4,2,,0,
2009,4,2,,0,
2009,4,2,,0,
2009,4,2,,0,
2009,4,2,,0,
2009,4,3,,0,
2009,4,3,,0,
2009,4,3,,0,
2009,4,3,,0,
2009,4,3,,0,
2009,4,4,,0,
2009,4,4,,0,
2009,4,4,,0,
2009,4,4,,0,
2009,4,4,,2,
2009,4,5,,1,
2009,4,5,,1,
2009,4,5,,1,
2009,4,5,,0,
2009,4,5,,0,
2009,4,6,,0,
2009,4,6,,0,
2009,4,6,,0,
2009,4,6,,0,
2009,4,6,,1,
2009,5,1,,0,
2009,5,1,,0,
2009,5,1,,0,
2009,5,1,,0,
2009,5,1,,0,
2009,5,2,,0,
2009,5,2,,0,
2009,5,2,,0,
2009,5,2,,0,
2009,5,2,,0,
2009,5,3,,0,
2009,5,3,,0,
2009,5,3,,1,
2009,5,3,,0,
2009,5,3,,0,
2009,5,4,,0,
2009,5,4,,0,
2009,5,4,,1,
2009,5,4,,3,
2009,5,4,,1,
2009,5,5,,2,
2009,5,5,,8,
2009,5,5,,6,
2009,5,5,,4,
2009,5,5,,1,
2009,5,6,,0,
2009,5,6,,1,
2009,5,6,,0,
2009,5,6,,0,
2009,5,6,,0,
2009,5,6,,0,
2009,6,1,,0,
2009,6,1,,0,
2009,6,1,,1,
2009,6,1,,0,
2009,6,1,,0,
2009,6,2,,1,
2009,6,2,,1,
2009,6,2,,1,
2009,6,2,,2,
2009,6,2,,11,
2009,6,3,,17,
2009,6,3,,4,
2009,6,3,,2,
2009,6,3,,3,
2009,6,3,,5,
2009,6,4,,2,
2009,6,4,,3,
2009,6,4,,5,
2009,6,4,,12,
2009,6,4,,20,
2009,6,5,,46,
2009,6,5,,19,
2009,6,5,,15,
2009,6,5,,34,
2009,6,5,,16,
2009,6,6,,5,
2009,6,6,,4,
2009,6,6,,4,
2009,6,6,,2,
2009,6,6,,3,
2009,7,1,,1,
2009,7,1,,2,
2009,7,1,,0,
2009,7,1,,0,
2009,7,1,,0,
2009,7,2,,1,
2009,7,2,,0,
2009,7,2,,0,
2009,7,2,,0,
2009,7,2,,0,
2009,7,3,,0,
2009,7,3,,0,
2009,7,3,,0,
2009,7,3,,1,
2009,7,3,,5,
2009,7,4,,7,
2009,7,4,,3,
2009,7,4,,4,
2009,7,4,,0,
2009,7,4,,1,
2009,7,5,,1,
2009,7,5,,0,
2009,7,5,,0,
2009,7,5,,0,
2009,7,5,,0,
2009,7,6,,46,
2009,7,6,,35,
2009,7,6,,4,
2009,7,6,,0,
2009,7,6,,0,
2009,7,6,,0,
2009,8,1,,0,
2009,8,1,,0,
2009,8,1,,0,
2009,8,1,,2,
2009,8,1,,3,
2009,8,2,,2,
2009,8,2,,1,
2009,8,2,,1,
2009,8,2,,0,
2009,8,2,,0,
2009,8,3,,3,
2009,8,3,,2,
2009,8,3,,3,
2009,8,3,,2,
2009,8,3,,1,
2009,8,4,,1,
2009,8,4,,0,
2009,8,4,,0,
2009,8,4,,0,
2009,8,4,,0,
2009,8,5,,0,
2009,8,5,,0,
2009,8,5,,0,
2009,8,5,,0,
2009,8,5,,0,
2009,8,6,,0,
2009,8,6,,0,
2009,8,6,,0,
2009,8,6,,0,
2009,8,6,,2,
2009,8,6,,0,
2009,9,1,,0,
2009,9,1,,0,
2009,9,1,,0,
2009,9,1,,1,
2009,9,1,,1,
2009,9,2,,1,
2009,9,2,,3,
2009,9,2,,10,
2009,9,2,,6,
2009,9,2,,4,
2009,9,3,,4,
2009,9,3,,12,
2009,9,3,,203,
2009,9,3,,26,
2009,9,3,,6,
2009,9,4,,4,
2009,9,4,,4,
2009,9,4,,3,
2009,9,4,,2,
2009,9,4,,24,
2009,9,5,,44,
2009,9,5,,17,
2009,9,5,,62,
2009,9,5,,356,
2009,9,5,,622,
2009,9,6,,431,
2009,9,6,,186,
2009,9,6,,35,
2009,9,6,,12,
2009,9,6,,4,
2009,10,1,,11,
2009,10,1,,10,
2009,10,1,,14,
2009,10,1,,36,
2009,10,1,,129,
2009,10,2,,526,
2009,10,2,,693,
2009,10,2,,320,
2009,10,2,,113,
2009,10,2,,27,
2009,10,3,,12,
2009,10,3,,21,
2009,10,3,,7,
2009,10,3,,11,
2009,10,3,,42,
2009,10,4,,136,
2009,10,4,,219,
2009,10,4,,194,
2009,10,4,,92,
2009,10,4,,70,
2009,10,5,,32,
2009,10,5,,59,
2009,10,5,,626,
2009,10,5,,821,
2009,10,5,,1147,
2009,10,6,,476,
2009,10,6,,48,
2009,10,6,,29,
2009,10,6,,37,
2009,10,6,,22,
2009,10,6,,6,
2009,11,1,,\,
2010,3,3,0,0,0
2010,3,4,0,0,0
2010,3,5,0,0,0
2010,3,6,0,0,0
2010,4,1,0,0,0
2010,4,2,8,1,9
2010,4,3,200,3,203
2010,4,4,17,0,17
2010,4,5,3,0,3
2010,4,6,0,0,0
2010,5,1,1,0,1
2010,5,2,980,38,1018
2010,5,3,2098,46,2144
2010,5,4,2116,43,2159
2010,5,5,713,2,715
2010,5,6,2270,21,2291
2010,6,1,435,6,441
2010,6,2,375,5,380
2010,6,3,3953,35,3988
2010,6,4,1317,39,1356
2010,6,5,1374,13,1387
2010,6,6,1148,16,1164
2010,7,1,19,68,87
2010,7,2,17,307,324
2010,7,3,2,109,111
2010,7,4,3,26,29
2010,7,5,2,22,24
2010,7,6,55,479,534
2010,8,1,4,48,52
2010,8,2,23,88,111
2010,8,3,4,10,14
2010,8,4,2,5,7
2010,8,5,2,8,10
2010,8,6,7,11,18
2010,9,1,130,48,178
2010,9,2,43,50,93
2010,9,3,8,23,31
2010,9,4,5,71,76
2010,9,5,4,29,33
2010,9,6,7,15,22
2010,10,1,1,7,8
2010,10,2,2,23,25
2010,10,3,3,89,92
2010,10,4,1,15,16
2010,10,5,2,25,27
2010,10,6,0,4,4
2010,11,1,\,\,0
2011,3,3,0,0,0
2011,3,4,0,0,0
2011,3,5,0,0,0
2011,3,6,5,0,5
2011,4,1,1,0,1
2011,4,2,1,2,3
2011,4,3,2,39,41
2011,4,4,2,11,13
2011,4,5,1,8,9
2011,5,1,0,29,29
2011,5,1,1,7,8
2011,5,2,17,76,93
2011,5,3,17,19,36
2011,5,4,3,1,4
2011,5,5,3,0,3
2011,5,6,5,26,31
2011,6,1,55,128,183
2011,6,2,282,72,354
2011,6,3,122,36,158
2011,6,4,3,11,14
2011,6,5,2,5,7
2011,7,1,4,5,9
2011,7,1,6,26,32
2011,7,2,78,38,116
2011,7,3,36,19,55
2011,7,4,282,83,365
2011,7,5,21,38,59
2011,7,6,13,66,79
2011,8,1,9,124,133
2011,8,2,12,97,109
2011,8,3,11,23,34
2011,8,4,0,6,6
2011,8,5,2,6,8
2011,8,6,163,151,314
2011,9,1,934,1078,2012
2011,9,2,15,13,28
2011,9,3,15,71,86
2011,9,4,3,10,13
2011,9,5,2,4,6
2011,9,6,14,24,38
2011,10,1,3,4,7
2011,10,2,114,564,678
2011,10,3,339,1796,2135
2011,10,4,2,16,18
2011,10,5,0,9,9
2011,10,6,2,4,6
2011,11,1,0,0,0
2012,3,3,0,1,1
2012,3,4,14,0,14
2012,3,5,2,0,2
2012,3,6,1,1,2
2012,4,1,1,0,1
2012,4,2,0,0,0
2012,4,3,32,9,41
2012,4,4,84,18,102
2012,4,5,3,2,5
2012,4,6,82,12,94
2012,5,1,8787,61,8848
2012,5,2,3201,77,3278
2012,5,3,1246,44,1290
2012,5,4,1710,58,1768
2012,5,5,971,31,1002
2012,5,6,729,17,746
2012,6,1,891,23,914
2012,6,2,269,7,276
2012,6,3,136,18,154
2012,6,4,144,27,171
2012,6,5,96,49,145
2012,6,6,34,79,113
2012,7,1,15,40,55
2012,7,2,3,4,7
2012,7,3,2,11,13
2012,7,4,10,168,178
2012,7,5,14,77,91
2012,7,6,12,51,63
2012,8,1,31,27,58
2012,8,2,22,34,56
2012,8,3,8,16,24
2012,8,4,6,23,29
2012,8,5,72,145,217
2012,8,6,46,117,163
2012,9,1,18,44,62
2012,9,2,22,26,48
2012,9,3,18,11,29
2012,9,4,5,12,17
2012,9,5,371,211,582
2012,9,6,55,402,457
2012,10,1,4,31,35
2012,10,2,7,54,61
2012,10,3,1,19,20
2012,10,4,0,22,22
2012,10,5,1,9,10
2012,10,6,196,2500,2696
2012,11,1,\,\,0
2013,3,3,\,\,0
2013,3,4,0,2,2
2013,3,5,0,1,1
2013,3,6,0,0,0
2013,4,1,0,1,1
2013,4,2,0,0,0
2013,4,3,0,0,0
2013,4,4,4,1,5
2013,4,5,6,1,7
2013,4,6,6,1,7
2013,5,1,3,1,4
2013,5,2,4,52,56
2013,5,3,116,22,138
2013,5,4,222,19,241
2013,5,5,1911,40,1951
2013,5,6,178,13,191
2013,6,1,27,7,34
2013,6,2,29,3,32
2013,6,3,35,2,37
2013,6,4,24,1,25
2013,6,5,4,0,4
2013,6,6,4,0,4
2013,7,1,1,0,1
2013,7,2,2,2,4
2013,7,3,7,4,11
2013,7,4,4,18,22
2013,7,5,3,5,8
2013,7,6,1,1,2
2013,8,1,1,1,2
2013,8,2,3,0,3
2013,8,3,1,7,8
2013,8,4,285,232,517
2013,8,5,147,261,408
2013,8,6,5,21,26
2013,9,1,3,7,10
2013,9,2,5,2,7
2013,9,3,5,46,51
2013,9,4,6,63,69
2013,9,5,7,111,118
2013,9,6,2,12,14
2013,10,1,1,6,7
2013,10,2,7,76,83
2013,10,3,1,155,156
2013,10,4,0,43,43
2013,10,5,0,29,29
2013,10,6,0,14,14
2013,11,1,\,\,
2014,3,3,\,\,\
2014,3,4,\,\,\
2014,3,5,0,4,4
2014,3,6,0,0,0
2014,4,1,0,0,0
2014,4,2,0,5,5
2014,4,3,3,4,7
2014,4,4,4,1,5
2014,4,5,12,3,15
2014,4,6,6,0,6
2014,5,1,11,50,61
2014,5,2,50,11,61
2014,5,3,1616,63,1679
2014,5,4,3563,86,3649
2014,5,5,2238,85,2323
2014,5,6,667,41,708
2014,6,1,227,18,245
2014,6,2,371,29,400
2014,6,3,1047,71,1118
2014,6,4,153,19,172
2014,6,5,101,51,152
2014,6,6,11,7,18
2014,7,1,5,20,25
2014,7,2,2,19,21
2014,7,3,1,18,19
2014,7,4,1,16,17
2014,7,5,5,12,17
2014,7,6,9,15,24
2014,8,1,7,7,14
2014,8,2,3,12,15
2014,8,3,1,8,9
2014,8,4,4,5,9
2014,8,5,11,6,17
2014,8,6,1,9,10
2014,9,1,1,2,3
2014,9,2,0,6,6
2014,9,3,1,4,5
2014,9,4,0,4,4
2014,9,5,0,9,9
2014,9,6,10,5,15
2014,10,1,1,2,3
2014,10,2,1,5,6
2014,10,3,1,17,18
2014,10,4,1,10,11
2014,10,5,1,6,7
2014,10,6,0,7,7
2014,11,1,\,\,0
2015,3,3,0,0,0
2015,3,4,3,4,7
2015,3,5,1,1,2
2015,3,6,4,3,7
2015,4,1,54,11,65
2015,4,2,1,0,1
2015,4,3,0,1,1
2015,4,4,8,2,10
2015,4,5,13,2,15
2015,4,6,34,11,45
2015,5,1,4156,249,4405
2015,5,2,1965,108,2073
2015,5,3,53,5,58
2015,5,4,1289,113,1402
2015,5,5,4985,445,5430
2015,5,6,92,8,100
2015,6,1,31,6,37
2015,6,2,12,1,13
2015,6,3,5,13,18
2015,6,4,5,7,12
2015,6,5,2,10,12
2015,6,6,0,4,4
2015,7,1,2,44,46
2015,7,2,7,19,26
2015,7,3,7,11,18
2015,7,4,2,5,7
2015,7,5,5,25,30
2015,7,6,3,9,12
2015,8,1,3,5,8
2015,8,2,1,2,3
2015,8,3,3,1,4
2015,8,4,3,4,7
2015,8,5,1,3,4
2015,8,6,15,152,167
2015,9,1,3,19,22
2015,9,2,3,14,17
2015,9,3,0,3,3
2015,9,4,2,8,10
2015,9,5,1,6,7
2015,9,6,2,16,18
2015,10,1,1,10,11
2015,10,2,0,9,9
2015,10,3,0,1,1
2015,10,4,0,3,3
2015,10,5,0,5,5
2015,10,6,0,7,7
2015,11,1,\,\,0
2016,3,3,0,0,0
2016,3,4,0,0,0
2016,3,5,3,1,4
2016,3,6,1,0,1
2016,4,1,2,1,3
2016,4,2,7,5,12
2016,4,3,3,4,7
2016,4,4,484,69,553
2016,4,5,26,2,28
2016,5,1,15,2,17
2016,5,1,813,89,902
2016,5,2,114,15,129
2016,5,3,343,39,382
2016,5,4,356,39,395
2016,5,5,656,75,731
2016,5,6,288,43,331
2016,6,1,87,19,106
2016,6,2,243,50,293
2016,6,3,43,8,51
2016,6,4,22,5,27
2016,6,5,4,2,6
2016,7,1,1,0,1
2016,7,1,1,2,3
2016,7,2,20,7,27
2016,7,3,11,9,20
2016,7,4,2,10,12
2016,7,5,0,6,6
2016,7,6,3,2,5
2016,8,1,1,3,4
2016,8,2,1,7,8
2016,8,3,11,18,29
2016,8,4,11,8,19
2016,8,5,3,7,10
2016,8,6,5,15,20
2016,9,1,2,14,16
2016,9,2,18,42,60
2016,9,3,7,23,30
2016,9,4,7,21,28
2016,9,5,4,14,18
2016,10,1,1,16,17
2016,10,1,2,7,9
2016,10,2,1,11,12
2016,10,3,2,5,7
2016,10,4,19,231,250
2016,10,5,7,48,55
2016,10,6,2,20,22
2016,11,1,0,0,0
2017,3,3,0,0,0
2017,3,4,0,0,0
2017,3,5,0,0,0
2017,3,6,2,0,2
2017,4,1,1,0,1
2017,4,2,7,2,9
2017,4,3,0,1,1
2017,4,4,7,1,8
2017,4,5,2,2,4
2017,4,6,2,1,3
2017,5,1,7,1,8
2017,5,2,37,8,45
2017,5,3,19,2,21
2017,5,4,114,18,132
2017,5,5,86,15,101
2017,5,6,57,4,61
2017,6,1,102,529,631
2017,6,2,58,72,130
2017,6,3,63,98,161
2017,6,4,29,17,46
2017,6,5,2,11,13
2017,6,6,1,6,7
2017,7,1,3,4,7
2017,7,2,4,2,6
2017,7,3,3,5,8
2017,7,4,1,9,10
2017,7,5,1,1,2
2017,7,6,14,8,22
2017,8,1,38,9,47
2017,8,2,22,2,24
2017,8,3,17,2,19
2017,8,4,2,1,3
2017,8,5,5,1,6
2017,8,6,1,1,2
2017,9,1,15,2,17
2017,9,2,3,1,4
2017,9,3,0,2,2
2017,9,4,0,4,4
2017,9,5,6,1,7
2017,9,6,1,1,2
2017,10,1,0,2,2
2017,10,2,0,3,3
2017,10,3,0,1,1
2017,10,4,0,3,3
2017,10,5,0,0,0
2017,10,6,0,0,0
2017,11,1,\,\,0
2018,3,3,1,0,1
2018,3,4,0,0,0
2018,3,5,0,0,0
2018,3,6,0,1,1
2018,4,1,1,4,5
2018,4,2,1,2,3
2018,4,3,5,1,6
2018,4,4,0,2,2
2018,4,5,11,14,25
2018,4,6,144,92,236
2018,5,1,101,66,167
2018,5,2,17,46,63
2018,5,3,156,37,193
2018,5,4,49,12,61
2018,5,5,19,8,27
2018,5,6,126,16,142
2018,6,1,48,9,57
2018,6,2,4,1,5
2018,6,3,17,1,18
2018,6,4,11,3,14
2018,6,5,1,6,7
2018,6,6,3,1,4
2018,7,1,2,1,3
2018,7,2,1,1,2
2018,7,3,2,0,2
2018,7,4,0,1,1
2018,7,5,1,1,2
2018,7,6,2,0,2
2018,8,1,2,0,2
2018,8,2,1,0,1
2018,8,3,2,1,3
2018,8,4,3,1,4
2018,8,5,4,4,8
2018,8,6,6,15,21
2018,9,1,8,5,13
2018,9,2,6,3,9
2018,9,3,4,1,5
2018,9,4,1,4,5
2018,9,5,0,1,1
2018,9,6,0,3,3
2018,10,1,1,3,4
2018,10,2,1,3,4
2018,10,3,1,4,5
2018,10,4,2,3,5
2018,10,5,4,3,7
2018,10,6,0,2,2
2018,11,1,\,\,0
2019,3,3,0,0,0
2019,3,4,0,0,0
2019,3,5,0,0,0
2019,3,6,1,0,1
2019,4,1,1,0,1
2019,4,2,0,3,3
2019,4,3,1,0,1
2019,4,4,24,3,27
2019,4,5,184,6,190
2019,5,1,110,2,112
2019,5,1,15,1,16
2019,5,2,8,1,9
2019,5,3,23,2,25
2019,5,4,2593,278,2871
2019,5,5,3649,290,3939
2019,5,6,1493,135,1628
2019,6,1,456,49,505
2019,6,2,42,15,57
2019,6,3,34,25,59
2019,6,4,7,6,13
2019,6,5,3,27,30
2019,7,1,5,10,15
2019,7,1,1,3,4
2019,7,2,4,6,10
2019,7,3,3,31,34
2019,7,4,3,15,18
2019,7,5,2,7,9
2019,7,6,3,3,6
2019,8,1,4,3,7
2019,8,2,2,1,3
2019,8,3,3,3,6
2019,8,4,0,3,3
2019,8,5,2,6,8
2019,8,6,1,4,5
2019,9,1,1,1,2
2019,9,2,1,4,5
2019,9,3,10,1,11
2019,9,4,3,8,11
2019,9,5,1,0,1
2019,10,1,0,2,2
2019,10,1,1,3,4
2019,10,2,1,2,3
2019,10,3,0,3,3
2019,10,4,1,5,6
2019,10,5,1,66,67
2019,10,6,0,3,3
2019,11,1,0,0,0
2020,3,3,0,0,0
2020,3,4,0,0,0
2020,3,5,0,0,0
2020,3,6,0,0,0
2020,4,1,0,0,0
2020,4,2,0,0,0
2020,4,3,0,0,0
2020,4,4,10,3,13
2020,4,5,6,1,7
2020,4,6,6,1,7
2020,5,1,70,8,78
2020,5,2,62,17,79
2020,5,3,82,6,88
2020,5,4,55,5,60
2020,5,5,3836,526,4362
2020,5,6,83,11,94
2020,6,1,44,4,48
2020,6,2,139,19,158
2020,6,3,11,42,53
2020,6,4,1,3,4
2020,6,5,1,2,3
2020,6,6,2,17,19
2020,7,1,0,7,7
2020,7,2,5,7,12
2020,7,3,2,7,9
2020,7,4,2,3,5
2020,7,5,1,1,2
2020,7,6,2,1,3
2020,8,1,2,1,3
2020,8,2,1,0,1
2020,8,3,0,1,1
2020,8,4,3,1,4
2020,8,5,1,1,2
2020,8,6,2,10,12
2020,9,1,10,12,22
2020,9,2,9,13,22
2020,9,3,5,10,15
2020,9,4,12,5,17
2020,9,5,11,4,15
2020,9,6,2,24,26
2020,10,1,1,10,11
2020,10,2,1,5,6
2020,10,3,1,12,13
2020,10,4,1,1,2
2020,10,5,0,1,1
2020,10,6,2,2,4
2020,11,1,0,0,0
2021,3,1,0,0,0
2021,3,1,0,0,0
2021,3,1,0,0,0
2021,3,1,0,0,0
2021,3,1,0,0,0
2021,3,2,0,0,0
2021,3,2,0,0,0
2021,3,2,0,0,0
2021,3,2,0,0,0
2021,3,2,0,0,0
2021,3,3,0,0,0
2021,3,3,0,0,0
2021,3,3,0,0,0
2021,3,3,0,0,0
2021,3,3,0,0,0
2021,3,4,0,0,0
2021,3,4,0,0,0
2021,3,4,0,0,0
2021,3,4,0,0,0
2021,3,4,0,0,0
2021,3,5,0,0,0
2021,3,5,0,0,0
2021,3,5,0,0,0
2021,3,5,0,0,0
2021,3,5,0,0,0
2021,3,6,0,0,0
2021,3,6,0,0,0
2021,3,6,0,0,0
2021,3,6,0,1,1
2021,3,6,1,1,2
2021,3,6,2,0,2
2021,4,1,1,1,2
2021,4,1,1,0,1
2021,4,1,0,1,1
2021,4,1,0,0,0
2021,4,1,1,0,1
2021,4,2,0,1,1
2021,4,2,0,0,0
2021,4,2,0,0,0
2021,4,2,0,0,0
2021,4,2,0,0,0
2021,4,3,1,0,1
2021,4,3,1,1,2
2021,4,3,2,0,2
2021,4,3,0,1,1
2021,4,3,0,0,0
2021,4,4,0,0,0
2021,4,4,0,0,0
2021,4,4,0,0,0
2021,4,4,0,0,0
2021,4,4,2,1,3
2021,4,5,0,0,0
2021,4,5,0,1,1
2021,4,5,0,0,0
2021,4,5,0,0,0
2021,4,5,0,0,0
2021,4,6,0,0,0
2021,4,6,0,0,0
2021,4,6,0,0,0
2021,4,6,0,0,0
2021,4,6,0,1,1
