year,month,hou,本候灯下白背飞虱虫量（头）,本侯灯下褐飞虱虫量（头）,本候灯下稻飞虱合计
2015,8,4,114,915,1029
2015,8,5,33603,3523,37126
2015,8,6,164,85,249
2015,9,1,23932,6784,30716
2015,9,2,15944,972,16916
2015,9,3,331,254,585
2015,9,4,298,154,452
2015,9,5,224,132,356
2016,3,4,0,4,4
2016,3,5,688,306,994
2016,3,6,19,3,22
2016,4,1,104,160,264
2016,4,2,2,9,11
2016,4,3,4,1,5
2016,4,4,5,2,7
2016,4,5,5,3,8
2016,5,1,0,1,1
2016,5,1,0,2,2
2016,5,2,26,304,330
2016,5,3,6,6,12
2016,5,4,224,135,359
2016,5,5,1588,508,2096
2016,5,6,214,291,505
2016,6,1,10,14,24
2016,6,2,39,48,87
2016,6,3,27,21,48
2016,6,4,29,19,48
2016,6,5,1,0,1
2016,7,1,1,1,2
2016,7,1,6,12,18
2016,7,2,8,32,40
2016,7,3,61,147,208
2016,7,4,98,128,226
2016,7,5,7,30,37
2016,7,6,14,18,32
2016,8,1,73,330,403
2016,8,2,791,2695,3486
2016,8,3,37,204,241
2016,8,4,973,2230,3203
2016,8,5,396,2917,3313
2016,8,6,276,708,984
2016,9,1,148,668,816
2016,9,2,0,0,0
2016,9,3,863,481,1344
2016,9,4,2296,2012,4308
2017,3,4,51,9,60
2017,3,5,41,4,45
2017,3,6,103,29,132
2017,4,1,60,18,78
2017,4,2,93,70,163
2017,4,3,87,80,167
2017,4,4,139,1063,1202
2017,4,5,45,1222,1267
2017,4,6,82,857,939
2017,5,1,40,1306,1346
2017,5,2,381,1023,1404
2017,5,3,370,5030,5400
2017,5,4,151,10290,10441
2017,5,5,358,32414,32772
2017,5,6,122,4080,4202
2017,6,1,52,3219,3271
2017,6,2,224,87714,87938
2017,6,3,257,22307,22564
2017,6,4,61,8750,8811
2017,6,5,13,2563,2576
2017,6,6,20,474,494
2017,7,1,173,128,301
2017,7,2,157,339,496
2017,7,3,436,2746,3182
2017,7,4,33415,10514,43929
2017,7,5,4875,2356,7231
2017,7,6,1594,652,2246
2017,8,1,332,430,762
2017,8,2,158,682,840
2017,8,3,483,2870,3353
2017,8,4,0,0,0
2017,8,5,32,56,88
2017,8,6,40,304,344
2017,9,1,460,778,1238
2017,9,2,2,59,61
2017,9,3,0,9,9
2017,9,4,0,0,0
2018,3,4,0,41,41
2018,3,5,0,14,14
2018,3,6,0,14,14
2018,4,1,0,8,8
2018,4,2,0,3,3
2018,4,3,0,4,4
2018,4,4,1,1,2
2018,4,5,8,3,11
2018,4,6,0,1,1
2018,5,1,23,42,65
2018,5,2,19,14,33
2018,5,3,0,15,15
2018,5,4,0,3,3
2018,5,5,21,4,25
2018,5,6,15,7,22
2018,6,1,8,11,19
2018,6,2,2,8,10
2018,6,3,8,5,13
2018,6,4,7,8,15
2018,6,5,24,16,40
2018,6,6,8,7,15
2018,7,1,10,6,16
2018,7,2,9,4,13
2018,7,3,13,18,31
2018,7,4,5,7,12
2018,7,5,6,5,11
2018,7,6,2,6,8
2018,8,1,5,45,50
2018,8,2,89,235,324
2018,8,3,113,274,387
2018,8,4,0,16,16
2018,8,5,0,0,0
2018,8,6,7,26,33
2018,9,1,1059,15350,16409
2018,9,2,68,616,684
2018,9,3,440,3264,3704
2018,9,4,406,4502,4908
2018,9,5,103,490,593
2018,9,6,9,71,80
2019,3,4,0,1,1
2019,3,5,1,3,4
2019,3,6,6,2,8
2019,4,1,3,4,7
2019,4,2,19,7,26
2019,4,3,4,2,6
2019,4,4,7,43,50
2019,4,5,5,4,9
2019,5,1,4,5,9
2019,5,1,1,15,16
2019,5,2,24,58,82
2019,5,3,19,25,44
2019,5,4,10,8,18
2019,5,5,16,39,55
2019,5,6,2,3,5
2019,6,1,8,16,24
2019,6,2,1,6,7
2019,6,3,4,18,22
2019,6,4,0,1,1
2019,6,5,0,0,0
2019,7,1,0,0,0
2019,7,1,0,0,0
2019,7,2,1,1,2
2019,7,3,1,0,1
2019,7,4,5,5,10
2019,7,5,1,9,10
2019,7,6,2,6,8
2019,8,1,21,36,57
2019,8,2,5,20,25
2019,8,3,5,15,20
2019,8,4,14,23,37
2019,8,5,7,27,34
2019,8,6,67,151,218
2019,9,1,15,47,62
2019,9,2,\,\,0
2019,9,3,\,\,0
2019,9,4,\,\,0
2019,9,5,\,\,0
2019,10,1,\,\,0
2020,3,4,2,1,3
2020,3,5,0,0,0
2020,3,6,1,3,4
2020,4,1,153,146,299
2020,4,2,273,502,775
2020,4,3,190,274,464
2020,4,4,208,313,521
2020,4,5,5,2,7
2020,4,6,9,28,37
2020,5,1,8,20,28
2020,5,2,16,21,37
2020,5,3,15,25,40
2020,5,4,30,21,51
2020,5,5,38,15,53
2020,5,6,43,55,98
2020,6,1,0,0,0
2020,6,2,0,0,0
2020,6,3,0,0,0
2020,6,4,0,0,0
2020,6,5,0,0,0
2020,6,6,0,1,1
2020,7,1,0,1,1
2020,7,2,4,2,6
2020,7,3,1,1,2
2020,7,4,0,4,4
2020,7,5,0,5,5
2020,7,6,0,1,1
2020,8,1,0,0,0
2020,8,2,1,1,2
2020,8,3,4,15,19
2020,8,4,0,3,3
2020,8,5,1,3,4
2020,8,6,9,15,24
2020,9,1,28,69,97
2020,9,2,4,22,26
2020,9,3,16,22,38
2020,9,4,16,17,33
2020,9,5,0,0,0
2020,9,6,0,0,0
2021,3,1,0,3,3
2021,3,1,0,1,1
2021,3,1,0,5,5
2021,3,1,1,0,1
2021,3,1,0,5,5
2021,3,2,0,4,4
2021,3,2,0,0,0
2021,3,2,1,4,5
2021,3,2,0,2,2
2021,3,2,2,4,6
2021,3,3,0,0,0
2021,3,3,0,3,3
2021,3,3,1,2,3
2021,3,3,0,5,5
2021,3,3,0,6,6
2021,3,4,3,1,4
2021,3,4,2,7,9
2021,3,4,0,5,5
2021,3,4,3,4,7
2021,3,4,1,11,12
2021,3,5,0,1,1
2021,3,5,0,0,0
2021,3,5,0,2,2
2021,3,5,0,4,4
2021,3,5,1,1,2
2021,3,6,0,5,5
2021,3,6,0,5,5
2021,3,6,0,2,2
2021,3,6,0,3,3
2021,3,6,2,1,3
2021,3,6,0,0,0
2021,4,1,1,0,1
2021,4,1,1,4,5
2021,4,1,0,1,1
2021,4,1,0,2,2
2021,4,1,0,0,0
2021,4,2,0,1,1
2021,4,2,0,0,0
2021,4,2,0,2,2
2021,4,2,1,0,1
2021,4,2,0,1,1
2021,4,3,0,1,1
2021,4,3,0,0,0
2021,4,3,0,1,1
2021,4,3,0,0,0
2021,4,3,0,0,0
2021,4,4,0,0,0
2021,4,4,0,1,1
2021,4,4,0,0,0
2021,4,4,0,1,1
2021,4,4,0,1,1
2021,4,5,0,0,0
2021,4,5,0,1,1
2021,4,5,0,3,3
2021,4,5,0,0,0
2021,4,5,0,0,0
2021,4,6,0,1,1
2021,4,6,4,2,6
2021,4,6,3,0,3
2021,4,6,2,0,2
2021,4,6,1,0,1
2021,5,1,3,0,3
2021,5,1,0,0,0
2021,5,1,0,1,1
2021,5,1,0,0,0
2021,5,1,0,0,0
2021,5,2,0,0,0
2021,5,2,0,0,0
2021,5,2,0,2,2
2021,5,2,0,0,0
2021,5,2,0,0,0
2021,5,3,0,0,0
2021,5,3,18,0,18
2021,5,3,2,0,2
2021,5,3,9,0,9
2021,5,3,0,0,0
2021,5,4,460,0,460
2021,5,4,0,3,3
2021,5,4,350,0,350
2021,5,4,0,2,2
2021,5,4,1,0,1
2021,5,5,0,0,0
2021,5,5,2,0,2
2021,5,5,0,1,1
2021,5,5,0,0,0
2021,5,5,1,0,1
2021,5,6,48,0,48
2021,5,6,16,0,16
2021,5,6,0,1,1
2021,5,6,0,0,0
2021,5,6,0,0,0
2021,5,6,0,0,0
2021,6,1,0,1,1
2021,6,1,0,0,0
2021,6,1,0,0,0
2021,6,1,0,0,0
2021,6,1,0,0,0
2021,6,2,0,0,0
2021,6,2,0,0,0
2021,6,2,0,0,0
2021,6,2,0,0,0
2021,6,2,78,0,78
2021,6,3,3,0,3
2021,6,3,1,0,1
2021,6,3,0,0,0
2021,6,3,21,0,21
2021,6,3,21,0,21
2021,6,4,30,2,32
2021,6,4,0,1,1
2021,6,4,0,0,0
2021,6,4,18,4,22
2021,6,4,0,2,2
2021,6,5,12,0,12
2021,6,5,20,2,22
2021,6,5,11,0,11
2021,6,5,9,1,10
2021,6,5,8,1,9
2021,6,6,11,0,11
2021,6,6,16,1,17
2021,6,6,25,1,26
2021,6,6,45,0,45
2021,6,6,24,0,24
2021,7,1,37,2,39
2021,7,1,40,0,40
2021,7,1,92,0,92
2021,7,1,0,0,0
2021,7,1,176,0,176
2021,7,2,280,0,280
2021,7,2,12,0,12
2021,7,2,216,0,216
2021,7,2,20,0,20
2021,7,2,0,0,0
2021,7,3,0,0,0
2021,7,3,0,2,2
2021,7,3,0,2,2
2021,7,3,0,0,0
2021,7,3,0,1,1
2021,7,4,0,3,3
2021,7,4,0,4,4
2021,7,4,0,1,1
2021,7,4,0,2,2
2021,7,4,0,8,8
2021,7,5,0,1,1
2021,7,5,0,3,3
2021,7,5,0,5,5
2021,7,5,0,1,1
2021,7,5,0,9,9
2021,7,6,0,11,11
2021,7,6,0,4,4
2021,7,6,0,0,0
2021,7,6,0,3,3
2021,7,6,0,0,0
2021,7,6,0,7,7
2021,8,1,0,6,6
2021,8,1,0,3,3
2021,8,1,0,5,5
2021,8,1,0,2,2
2021,8,1,0,8,8
2021,8,2,0,1,1
2021,8,2,0,2,2
2021,8,2,0,2,2
2021,8,2,8,3,11
2021,8,2,4,6,10
2021,8,3,6,8,14
2021,8,3,3,2,5
2021,8,3,1,4,5
2021,8,3,0,10,10
2021,8,3,1,3,4
2021,8,4,0,6,6
2021,8,4,0,8,8
2021,8,4,1,12,13
2021,8,4,2,6,8
2021,8,4,0,2,2
2021,8,5,0,21,21
2021,8,5,0,13,13
2021,8,5,0,7,7
2021,8,5,0,4,4
2021,8,5,0,12,12
2021,8,6,0,10,10
2021,8,6,0,6,6
2021,8,6,0,3,3
2021,8,6,0,4,4
2021,8,6,0,3,3
2021,8,6,0,11,11
2021,9,1,3,4,7
2021,9,1,2,2,4
2021,9,1,0,11,11
2021,9,1,0,7,7
2021,9,1,0,13,13
2021,9,2,2,3,5
2021,9,2,1,1,2
2021,9,2,1,0,1
2021,9,2,4,4,8
2021,9,2,6,0,6
2021,9,3,7,1,8
2021,9,3,4,2,6
2021,9,3,5,3,8
2021,9,3,3,6,9
2021,9,3,5,4,9
2021,9,4,10,7,17
2021,9,4,6,0,6
2021,9,4,8,4,12
2021,9,4,6,1,7
2021,9,4,4,0,4
2021,9,5,0,3,3
2021,9,5,1,2,3
2021,9,5,0,1,1
2021,9,5,0,0,0
2021,9,5,0,3,3
2021,9,6,0,4,4
2021,9,6,0,0,0
2021,9,6,0,0,0
2021,9,6,0,0,0
2021,9,6,63,0,63
2022,3,1,0,0,0
2022,3,1,0,2,2
2022,3,1,1,0,1
2022,3,1,0,0,0
2022,3,1,0,0,0
2022,3,2,0,0,0
2022,3,2,0,2,2
2022,3,2,0,0,0
2022,3,2,0,1,1
2022,3,2,0,0,0
2022,3,3,2,2,4
2022,3,3,0,0,0
2022,3,3,0,0,0
2022,3,3,2,0,2
2022,3,3,1,1,2
2022,3,4,0,0,0
2022,3,4,0,0,0
2022,3,4,1,2,3
2022,3,4,0,0,0
2022,3,4,0,0,0
2022,3,5,0,0,0
2022,3,5,0,0,0
2022,3,5,0,1,1
2022,3,5,2,0,2
2022,3,5,0,0,0
2022,3,6,0,0,0
2022,3,6,0,3,3
2022,3,6,1,3,4
2022,3,6,0,0,0
2022,3,6,1,1,2
2022,3,6,0,0,0
2022,4,1,0,5,5
2022,4,1,0,1,1
2022,4,1,0,2,2
2022,4,1,0,3,3
2022,4,1,1,0,1
2022,4,2,0,0,0
2022,4,2,1,4,5
2022,4,2,0,2,2
2022,4,2,0,3,3
2022,4,2,0,4,4
2022,4,3,2,4,6
2022,4,3,0,7,7
2022,4,3,3,0,3
2022,4,3,3,3,6
2022,4,3,4,4,8
2022,4,4,0,1,1
2022,4,4,4,2,6
2022,4,4,2,6,8
2022,4,4,0,4,4
2022,4,4,0,4,4
2022,4,5,2,19,21
2022,4,5,0,0,0
2022,4,5,0,0,0
2022,4,5,0,0,0
2022,4,5,0,0,0
2022,4,6,1,0,1
2022,4,6,2,0,2
2022,4,6,0,24,24
2022,4,6,0,31,31
2022,4,6,0,23,23
2022,5,1,0,11,11
2022,5,1,0,4,4
2022,5,1,0,0,0
2022,5,1,0,0,0
2022,5,1,1,3,4
2022,5,2,0,3,3
2022,5,2,0,5,5
2022,5,2,0,3,3
2022,5,2,7,4,11
2022,5,2,4,0,4
2022,5,3,1,0,1
2022,5,3,3,0,3
2022,5,3,0,0,0
2022,5,3,6,0,6
2022,5,3,3,0,3
2022,5,4,4,/,4
2022,5,4,2,27,29
2022,5,4,14,47,61
2022,5,4,6,24,30
2022,5,4,2,28,30
2022,5,5,12,24,36
2022,5,5,2,7,9
2022,5,5,3,11,14
2022,5,5,0,15,15
2022,5,5,1,17,18
2022,5,6,0,20,20
2022,5,6,0,32,32
2022,5,6,0,88,88
2022,5,6,0,128,128
2022,5,6,0,0,0
2022,5,6,0,0,0
2022,6,1,1,1,2
2022,6,1,0,0,0
2022,6,1,1,4,5
2022,6,1,3,7,10
2022,6,1,0,1,1
2022,6,2,1,12,13
2022,6,2,0,9,9
2022,6,2,3,0,3
2022,6,2,0,0,0
2022,6,2,0,0,0
2022,6,3,1,0,1
2022,6,3,0,/,0
2022,6,3,1,/,1
2022,6,3,4,/,4
2022,6,3,6,0,6
2022,6,4,0,0,0
2022,6,4,2,0,2
2022,6,4,1,10,11
2022,6,4,0,0,0
2022,6,4,3,78,81
2022,6,5,2,7,9
2022,6,5,5,64,69
2022,6,5,0,0,0
2022,6,5,8,2,10
2022,6,5,4,2,6
2022,6,6,0,0,0
2022,6,6,0,/,0
2022,6,6,2,/,2
2022,6,6,4,/,4
2022,6,6,4,0,4
2022,7,1,2,0,2
2022,7,1,7,0,7
2022,7,1,0,0,0
2022,7,1,0,0,0
2022,7,1,7,0,7
2022,7,2,0,0,0
2022,7,2,4,0,4
2022,7,2,2,0,2
2022,7,2,0,0,0
2022,7,2,3,0,3
2022,7,3,4,0,4
2022,7,3,5,0,5
2022,7,3,0,0,0
2022,7,3,0,0,0
2022,7,3,8,0,8
2022,7,4,2,0,2
2022,7,4,7,0,7
2022,7,4,2,0,2
2022,7,4,2,0,2
2022,7,4,7,0,7
2022,7,5,0,0,0
2022,7,5,8,0,8
2022,7,5,5,1,6
2022,7,5,8,0,8
2022,7,5,7,0,7
2022,7,6,2,1,3
2022,7,6,4,2,6
2022,7,6,10,0,10
2022,7,6,4,1,5
2022,7,6,6,0,6
2022,7,6,7,0,7
2022,8,1,1,0,1
2022,8,1,3,0,3
2022,8,1,7,0,7
2022,8,1,2,1,3
2022,8,1,0,0,0
2022,8,2,6,0,6
2022,8,2,3,0,3
2022,8,2,1,0,1
2022,8,2,1,0,1
2022,8,2,2,0,2
2022,8,3,1,0,1
2022,8,3,3,0,3
2022,8,3,6,0,6
2022,8,3,7,0,7
2022,8,3,184,0,184
2022,8,4,12,0,12
2022,8,4,4,0,4
2022,8,4,12,0,12
2022,8,4,4,0,4
2022,8,4,16,0,16
2022,8,5,1,0,1
2022,8,5,0,0,0
2022,8,5,0,0,0
2022,8,5,8,0,8
2022,8,5,0,0,0
2022,8,6,8,0,8
2022,8,6,0,0,0
2022,8,6,0,0,0
2022,8,6,0,0,0
2022,8,6,16,/,16
2022,8,6,16,/,16
2022,9,1,16,11,27
2022,9,1,0,4,4
2022,9,1,0,15,15
2022,9,1,8,9,17
2022,9,1,16,8,24
2022,9,2,4,3,7
2022,9,2,4,2,6
2022,9,2,12,8,20
2022,9,2,4,20,24
2022,9,2,12,28,40
2022,9,3,20,4,24
2022,9,3,0,115,115
2022,9,3,0,102,102
2022,9,3,0,12,12
2022,9,3,0,6,6
2022,9,4,6,202,208
2022,9,4,0,0,0
2022,9,4,0,0,0
2022,9,4,0,5,5
2022,9,4,0,8,8
2022,9,5,0,4,4
2022,9,5,1,82,83
2022,9,5,0,0,0
2022,9,5,0,0,0
2022,9,5,4,0,4
2022,9,6,0,0,0
2022,9,6,3,0,3
2022,9,6,0,0,0
2022,9,6,0,0,0
2022,9,6,0,/,0
2023,3,1,0,0,0
2023,3,1,0,5,5
2023,3,1,0,1,1
2023,3,1,0,0,0
2023,3,1,0,/,0
2023,3,2,/,2,2
2023,3,2,1,11,12
2023,3,2,/,3,3
2023,3,2,1,0,1
2023,3,2,2,3,5
2023,3,3,/,9,9
2023,3,3,0,1,1
2023,3,3,/,2,2
2023,3,3,1,0,1
2023,3,3,/,4,4
2023,3,4,1,0,1
2023,3,4,/,/,0
2023,3,4,/,1,1
2023,3,4,0,1,1
2023,3,4,/,/,0
2023,3,5,/,/,0
2023,3,5,4,13,17
2023,3,5,/,/,0
2023,3,5,/,1,1
2023,3,5,/,/,0
2023,3,6,/,0,0
2023,3,6,/,7,7
2023,3,6,1,4,5
2023,3,6,/,4,4
2023,3,6,/,0,0
2023,3,6,2,16,18
2023,4,1,2,10,12
2023,4,1,0,1,1
2023,4,1,/,6,6
2023,4,1,4,12,16
2023,4,1,4,16,20
2023,4,2,1,0,1
2023,4,2,4,4,8
2023,4,2,0,8,8
2023,4,2,/,8,8
2023,4,2,/,8,8
2023,4,3,/,4,4
2023,4,3,/,4,4
2023,4,3,/,/,0
2023,4,3,/,0,0
2023,4,3,2,0,2
2023,4,4,1,/,1
2023,4,4,/,0,0
2023,4,4,/,1,1
2023,4,4,/,/,0
2023,4,4,/,/,0
2023,4,5,/,/,0
2023,4,5,/,/,0
2023,4,5,/,/,0
2023,4,5,/,2,2
2023,4,5,/,4,4
2023,4,6,0,7,7
2023,4,6,0,1,1
2023,4,6,0,10,10
2023,4,6,0,2,2
2023,4,6,0,4,4
2023,5,1,0,0,0
2023,5,1,0,3,3
2023,5,1,0,0,0
2023,5,1,0,1,1
2023,5,1,0,0,0
2023,5,2,2,2,4
2023,5,2,0,0,0
2023,5,2,0,4,4
2023,5,2,1,2,3
2023,5,2,2,5,7
2023,5,3,1,0,1
2023,5,3,1,0,1
2023,5,3,3,0,3
2023,5,3,0,0,0
2023,5,3,0,0,0
2023,5,4,5,0,5
2023,5,4,4,0,4
2023,5,4,23,0,23
2023,5,4,0,1,1
2023,5,4,0,1,1
2023,5,5,11,0,11
2023,5,5,22,0,22
2023,5,5,7,3,10
2023,5,5,4,1,5
2023,5,5,0,0,0
2023,5,6,5,0,5
2023,5,6,9,0,9
2023,5,6,33,1,34
2023,5,6,6,0,6
2023,5,6,9,0,9
2023,5,6,10,0,10
2023,6,1,3,0,3
2023,6,1,0,0,0
2023,6,1,0,0,0
2023,6,1,0,0,0
2023,6,1,0,0,0
2023,6,2,0,0,0
2023,6,2,0,0,0
2023,6,2,0,0,0
2023,6,2,0,0,0
2023,6,2,0,0,0
2023,6,3,0,0,0
2023,6,3,0,0,0
2023,6,3,0,0,0
2023,6,3,0,0,0
2023,6,3,0,0,0
2023,6,4,0,0,0
2023,6,4,0,0,0
2023,6,4,0,0,0
2023,6,4,0,0,0
2023,6,4,0,0,0
2023,6,5,0,2,2
2023,6,5,0,0,0
2023,6,5,0,0,0
2023,6,5,0,2,2
2023,6,5,0,0,0
2023,6,6,0,0,0
2023,6,6,0,3,3
2023,6,6,0,5,5
2023,6,6,0,1,1
2023,6,6,0,0,0
2023,7,1,0,1,1
2023,7,1,0,2,2
2023,7,1,0,0,0
2023,7,1,0,1,1
2023,7,1,0,0,0
2023,7,2,0,1,1
2023,7,2,0,4,4
2023,7,2,0,0,0
2023,7,2,0,1,1
2023,7,2,0,2,2
2023,7,3,0,0,0
2023,7,3,0,0,0
2023,7,3,0,0,0
2023,7,3,34,1,35
2023,7,3,25,1,26
2023,7,4,22,7,29
2023,7,4,21,0,21
2023,7,4,0,3,3
2023,7,4,0,2,2
2023,7,4,0,1,1
2023,7,5,0,0,0
2023,7,5,0,1,1
2023,7,5,0,2,2
2023,7,5,0,7,7
2023,7,5,0,0,0
2023,7,6,0,4,4
2023,7,6,0,6,6
2023,7,6,0,1,1
2023,7,6,0,0,0
2023,7,6,0,4,4
2023,7,6,0,2,2
2023,8,1,0,1,1
2023,8,1,0,0,0
2023,8,1,0,1,1
2023,8,1,0,0,0
2023,8,1,42,0,42
2023,8,2,51,3,54
2023,8,2,38,2,40
2023,8,2,42,0,42
2023,8,2,0,6,6
2023,8,2,0,4,4
2023,8,3,0,1,1
2023,8,3,0,0,0
2023,8,3,0,2,2
2023,8,3,0,2,2
2023,8,3,0,4,4
2023,8,4,0,6,6
2023,8,4,0,12,12
2023,8,4,1,11,12
2023,8,4,0,17,17
2023,8,4,3,7,10
2023,8,5,0,2,2
2023,8,5,0,4,4
2023,8,5,1,9,10
